名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
小王卖瓜,北京嘉和志远科技有限公司,小王卖瓜是一款旨在降低居民消费水平的代购物平台，由北京1+1物联信息科技服务有限公司打造，隶属于北京嘉和志远科技有限公司,北京嘉和志远科技有限公司,北京市平谷区镇罗营镇镇罗营东街5号,110117017115778,2014-04-24,吴比,50万元人民币,91110117098903231T,xwmaigua.com
璞寓公寓,璞寓（上海）酒店管理有限公司,璞寓公寓是一个白领连锁长租公寓租赁服务提供商，以粉丝经济与分享经济相结合的模式，致力于为白领人群、85后、90后人群提供长租公寓租赁服务和不同阶段的居家生活服务。,璞寓（上海）酒店管理有限公司,,310118002999913,2014-06-05,李悦,1200万元人民币,913101183014562986
质检网,山东权检信息技术有限公司,质检网是一个提供一站式检验检测服务的第三方科技平台，由山东权检信息技术有限公司投资打造的专注于检测检验、认证、计量校准等质检品控机构搭建质检服务在线交易、咨询的检测平台，是国内第一家机制上独立于政府的第三方检测平台，致力于打造全国规模最大、检测项目最全的质量检测服务网站，为企业提供一站式检测服务。,山东权检信息技术有限公司,,370104200067957,2013-11-20,韩申,300万元人民币,91370104084001288G,www.zhijianwang.com.cn
漫盟文创,三亚漫盟文化创意发展有限公司,海南省动漫产业基地首个本土漫画原创团队。漫盟文创漫画连载作品《天使在人间》入围2015年第16届世界漫画家大会原画展；目前作品《寄生少女》在腾讯动漫人气5亿6916万，收藏数483631。,三亚漫盟文化创意发展有限公司,,460200000126839,2012-05-18,周智延,50万元人民币,91460200051076320N
多彩自游,大美多彩旅游科技（北京）有限公司,多彩自游致力于推广全球优秀文化目的地，为文化体验爱好者提供旅行服务。 多彩自游创立于2016年，总部设在北京，目前公司已在上海、广州、深圳、贵阳、桂林、怀化等城市设立分支机构，客服中心设在总部北京。 多彩自游关注原生态的文化遗产，关注全球优秀的文化目的地。多彩自游团结奋进的工作团队，成功开发的国内特色文化旅行目的地和文化特色旅行线路，得到各界的认可和肯定，开辟文化旅行新纪元。 我们的目标是为广大文化体验和旅行爱好者提供全球优秀的文化和文化生活服务。,大美多彩旅游科技（北京）有限公司,北京市北京经济技术开发区隆庆街18号2幢1层106-3,110302021629941,2016-07-13,吴家宜,200万元人民币,91110302MA006WK39H,www.duocaiziyou.com
六号蛋电器,深圳市六号蛋电器有限公司,六号蛋电器是一家定位于年轻人的创意小家电设计公司，旗下有产品消毒器、烤地瓜机、电炖锅、煮蛋器等，为消费人群提供商品研发、推广和售后服务。,深圳市六号蛋电器有限公司,深圳市宝安区松岗街道潭头社区芙蓉路9号A栋902,440306106611134,2012-10-16,吴都君,100万元人民币,91440300055123067B,www.egg6.com.cn
易助理,重庆易仟亿实业集团有限公司,1、商务办公,重庆易仟亿实业集团有限公司,,500108002182303,2014-07-09,陶海龙,50000万,,www.qimai.cn
沃克理财,福建沃客生活信息科技有限公司,沃克理财是一个虚拟货币理财服务平台。,福建沃客生活信息科技有限公司,,350582100339540,未知,王良妙,5000万元人民币,91350582M0001L5J0Y
西安中科光电,西安中科光电精密工程有限公司,西安中科光电精密工程有限公司是在西安光机所和西科天使支持下，由吴易明研究员带领团队成立的一家高端装备制造企业。公司以多维图像信息及光电传感信息获取、并行处理技术为基础，致力于攻克或提升智能机器视觉发展中的核心技术，解决国防装备及智能制造系统中的精确测量、精准识别、精密控制问题。,西安中科光电精密工程有限公司,西安市高新区丈八五路二号现代企业中心东区工业厂房3栋3层10302室,610131100102815,2013-04-19,吴易明,641.03万元人民币,91610131065317236G,www.xa-elecopt.com
嘻嘻哈哈,北京尚智汇联科技有限公司,嘻嘻哈哈是中国笑话网站当中最大的搞笑网，各种无节操的笑话尽在嘻嘻哈哈搞笑网中，最搞笑最时尚最新的笑话都在嘻嘻哈哈，嘻嘻哈哈搞笑网每天让你笑不停。,北京尚智汇联科技有限公司,北京市朝阳区日坛北路17号院1号楼7层723,110105015873099,2013-05-10,张强,100万元人民币,911101050696473204,www.xxhh.com
鱼越号智能,鱼越号机器人科技(上海)有限公司,鱼越号是物联网RFID系统解决方案提供商，是一个专注于将人工智能、大数据、RFID(无线射频识别技术)应用于图书、文化和教育等多个领域的高新技术企业。专注行业细分领域核心技术的创新研发与应用，致力于物联网 RFID系统的全方位解决方案、特定行业机器人控制软件、特定行业的云服务软件的研发、生产与技术服务。,鱼越号机器人科技(上海)有限公司,中国（上海）自由贸易试验区龙东大道3000号8幢401-11室,310115002592934,未知,陈禹,500万元人民币,9131000033275559XW,www.auto-lib.cn
轻车熟路,海南轻车熟路传媒科技有限公司,轻车熟路致力于基于移动互联网进行的保险营销,海南轻车熟路传媒科技有限公司,海南省海口市美兰区琼山大道172号创业村·江东电子商务产业园孵化楼311室,460100000839001,2015-12-15,张雪垠,300万元人民币,91460100MA5RC9RP78
卡路里,上海燃卡贸易有限公司,上海燃卡贸易有限公司（卡路里 www.kaluli.com）2015年在上海自贸区成立，在香港、美国等分别设立子公司，是一家提供泛运动营养补剂食品的交易与增值服务平台，通过代理国外品牌与生产自有产品打通产品供给，利用产业资源优势实现高效的销售网络与增值服务，打造国内最大的运动营养品平台。,上海燃卡贸易有限公司,中国（上海）自由贸易试验区法赛路310号1幢三层381室,310141000228736,2015-11-19,陈桃良,1757.813万元人民币,91310000MA1K32KX68,www.kaluli.com
悦习英语,深圳悦习科技有限公司,悦习英语是一个英语学习平台，通过网站、应用、微信公共号等提供3D情景英语学习平台，深圳悦习科技有限公司 旗下网站。,深圳悦习科技有限公司,深圳市南山区蛇口工业区新华路海滨花园海晖阁1栋1803,440301105327388,2011-04-15,薛东和,100万元人民币,91440300573120747U,yuesia.com
德帮,金昌德邦物流有限责任公司,德邦物流是一家综合性物流供应商。公司业务覆盖：快递、快运、整车、仓储与供应链等多元业务。同时德邦坚持自营门店与事业合伙人相结合的网络拓展模式，搭建优选线路，以优化运力成本，为客户提供快速高效、便捷及时、安全可靠的服务。,金昌德邦物流有限责任公司,,620321200015339,2016-08-31,魏保,500万元人民币,91620321MA725CYQ05
桃李资本,北京华夏桃李咨询有限公司,桃李资本是首家专注于“教育+”的精品投行，业务包括教育机构并购与IPO的财务顾问、教育行业投融资服务、教育行业研究及上市公司战略梳理三个板块。,北京华夏桃李咨询有限公司,,110108021403341,2016-06-12,郭西凡,2000万元人民币,91110108MA0064BY9Y,www.taolicap.com
喜悦动漫,喜悦娱乐(杭州)股份有限公司,喜悦动漫(杭州)股份有限公司是一家以动漫发行及授权、动漫展会服务、动漫制作服务和游戏运营服务为主营业务的综合文化创意型企业。经过数年的努力，公司已形成以版权内容创作与传播为核心，动漫衍生业务为拓展的产业模式。,喜悦娱乐(杭州)股份有限公司,杭州市滨江区长河街道长江路336号2幢807室,330108000053064,2010-03-24,孙力,3300万元人民币,91330100552656569Q,joicy.cn
盛世卡漫,四川盛世卡漫文化传播有限公司,四川盛世卡漫文化传播有限公司（简称盛世卡漫），是一家以公司形式存在的致力于卡通漫画原创制作的年轻公司，实行包括漫画项目策划编辑、剧本创作、画稿绘制、设计排版等环节的企业化运作。,四川盛世卡漫文化传播有限公司,成都市金牛区二环路西三段181号11层22号,510106000192756,2011-06-01,李玄,178.5715万元人民币,915101065746004866
亿蜂,北京瑞克博云科技有限公司,亿蜂是一家创新创业服务平台，通过整合创业各环节资源实现o2o模式，帮助创业者精准、快速、有效的享受创业服务，让创业更高效。隶属于北京瑞克博云科技有限公司。,北京瑞克博云科技有限公司,北京市石景山区实兴大街30号院3号楼2层A-0401房间,110107012730976,2010-03-30,张涛,2000万元人民币,91110107553133356N,www.yeebee.com.cn
爱问科技,深圳爱问科技股份有限公司,爱问科技是一家以互联网互动娱乐为主营业务的企业，公司致力于为互联网用户提供移动端、PC端并以移动端为主的互联互动娱乐平台，特色项目有互联网互动、视频直播互动社区业务等。公司骨干人员均来自知名互联网企业，有YY 、巨人、腾讯、百度等。,深圳爱问科技股份有限公司,深圳市南山区粤海街道高新区科苑路东白石路北高新技术工业村T-3厂房T3B4-b,440301106643548,2012-10-29,王欣,5304万元人民币,91440300056180389K,www.uuwen.com
AUU服务平台,福州匠心源网络科技有限公司,AUU公司旗下的业务分为三个部分：线上商城销售、O2O上门维修和上门回收业务，旨在打造从IT的产品销售、到维修、再到回收的商业闭环。隶属于福州匠心源网络科技有限公司。,福州匠心源网络科技有限公司,福建省福州市台江区曙光支路16号恒丰大厦21层05单元,350100100501339,2015-12-31,林锦钗,2000万元人民币,91350100MA345BJT1U,www.auu666.com
芳汀思教育,北京芳汀思教育科技开发有限公司,芳汀思教育是一家STEAM教育综合服务商，致力于解决学校STEAM教育落地的最后一公里。公司会与合作的学校进行长期服务，为学校提供创客空间建设、STEAM师资培训、课程和教材等服务，后期学校有新的需求，公司也会继续跟进服务，最终直至合作学校成功将创客教育落地。,北京芳汀思教育科技开发有限公司,北京市海淀区信息路甲28号C座（二层）02B室-037号,110108017018071,2014-04-11,张申,500万元人民币,91110108097715642F,www.fountains.net.cn
合纵锂业,江西合纵锂业科技有限公司,江西合纵锂业科技有限公司是一家从事高效利用锂云母矿制备电池级碳酸锂等锂产品及钾、铷、铯盐产品的技术开发和规模化生产的高科技企业。致力于锂云母矿的高效、经济、环保和综合利用提锂工艺研究，成功地研发出一套从锂云母矿中制备电池级碳酸锂的全新工艺“锂云母矿相重构综合提取电池级碳酸锂工艺”。,江西合纵锂业科技有限公司,江西省宜春经济技术开发区,360900210009351,2010-10-18,李新海,5436.4028万元人民币,9136090056109895XU
e电梯,深圳百城精工有限公司,e电梯主打电梯全生命周期维修保养服务，即覆盖电梯采购、维修保养、材料采购、数据运营的全周期业务。立足于优化电梯维保行业，公司从维保信息对称，再到品质服务的连接，通过各种“看见”的大数据分析，重构优化维保作业流程，以实现电梯维保业务的专业化管理。,深圳百城精工有限公司,深圳市龙华新区民治街道留仙大道24号彩悦大厦502,440301113942740,2015-09-17,肖健,222.222万元人民币,914403003564904939,www.1lift.cn
国科创富,国科创富（北京）科技有限公司,国科创富（北京）科技有限公司是一家软件技术开发提供商。,国科创富（北京）科技有限公司,北京市房山区阎村镇阎富路1号38号楼3层306,110111024677225,2018-01-04,杨小航,2000万元人民币,91110111MA019PE20L
蜜芽科技,北京宝贝时光科技有限公司,2011年，从一家淘宝店起家.2014年3月，这只小兔子正式蹦哒上线，截止到2015年9月共计18个月的时间，累计获得超过2.5亿美金的四轮融资，成为跨境和母婴领域估值最高的快速发展企业。在母婴行业内，第一个登录四大卫视，第一个与上下游的红黄蓝、美中宜和和悠游堂行程产业发展同盟，第一个启用公信明星「超级奶爸」汪涵代言并登录《天天向上》，第一个筹办母婴界的COSME大赏——蜜芽风尚大典，第一个战略部署跨境保税区，第一个引领“跨界＋泛娱乐营销”从芒果跨年，到华人春晚，再到元宵喜乐会，创造301纸尿裤疯抢节新高点；到了2016年，兔子更忙了，紧跟辣妈奶爸们的男神崔玉涛，打造母婴领域最大的'IP《崔神驾到》，在二孩时代的第一个儿童节，从地方到中央，第一次将“六一儿童节”这个亲子领域的最大IP赋予商业品牌的印记，金鹰卡通卫视的《六一惊奇夜》和中央电视台的《快乐成长六一晚会》，再次将这只兔子送上更大的舞台。如此幸运，能够和这只兔子经历了这么多“第一次”。过程虽苦逼，但内心却满足。兔子很忙，人生不停！继续前进ing……,北京宝贝时光科技有限公司,北京市朝阳区太阳宫中路8号冠捷大厦1508室,110105020448728,2015-12-28,付娆,750万元人民币,91110105MA002RDR56
紫光圣果,威海紫光圣果科技股份有限公司,紫光圣果是一家无花果系列产品生产商，主营业务无花果酒及其他无花果制品的生产、研发和销售。,威海紫光圣果科技股份有限公司,山东省威海市经济技术开发区东安路-179-8号004,371021200045741,2015-03-27,李泥亭,800万元人民币,91371000334694444B,www.zgwuhuaguo.cn
华柄科技,深圳华柄科技有限公司,华柄科技是一个生物医药专业数据平台。收集全球生物医药专业数据，把收集到的数据整合为生物医药智能数据网络，用相互关联的数据网络去降低或者辅助解决医疗及新药研发过程中的复杂性问题。现已完成核心支持技术：智能数据引擎的研发，即实现海量关系结构数据整合和快速关联搜索，能根据已收录的海量数据自动识别用户输入，并给出对应的搜索结果数据。,深圳华柄科技有限公司,,440300200093679,2017-02-16,何延彪,1000万元人民币,91440300MA5ECF7T76
小龙虾鲜活仓储供应链项目,锦成嘉烨（北京）农业科技发展有限公司,集团是基于北京锦成达养殖有限公司业务拓展的基础上，进行的集团化运作的发展高效生态渔业的经济实体。主要业务以设施渔业生产、鲜活水产品仓储暂养、农产品种植、农业科技、生态连锁餐饮、农业科技观光、农产品商贸、休闲渔业等。目前已初步实现渔业一二三产业的深度融合。,锦成嘉烨（北京）农业科技发展有限公司,北京市通州区西集镇企业发展服务中心264号,110112019351219,2015-06-19,李正华,5000万元人民币,91110112348309957J,www.bjbsab.com
波特光盛,北京波特光盛石油技术有限公司,北京波特光盛石油技术有限公司是一家专注于石油钻采技术装备研发、制造、维修和钻井工程技术服务以及特种工艺增油技术服务的国际化公司。公司可为客户提供自主研发和制造的随钻测量系统（MWD）、随钻Gamma和随钻电阻率（EWR）、高精度陀螺、电子单多点等专业仪器，并提供自制的全系列井下螺杆钻具等工具，公司还可为客户提供改进的、用于老井增油或煤层气采气的连续管作业机。,北京波特光盛石油技术有限公司,北京市北京经济技术开发区地盛南街1号1幢一层1003室,110302014453883,2011-11-29,刘飞,6543.51万元人民币,91110302587688106Y
金德影业,上海金德影业有限公司,金德影业是一家以影视制作为龙头产业，以旁类文化相关产业迅速互动发展起来的联合产业，中国著名女导演胡玫出任公司董事会主席兼总裁。创业以来，公司首先坚持以振兴中国影视文化为目标，投资、策划、创作了各类在国颇具影响的影视作品。金德影业以广告制作业为起步，以影视制作业为发展，并兼营广告的代理发布、文物拍卖、书画展览及收藏业务。,上海金德影业有限公司,上海市松江区富永路425弄212号2楼3230室,310114000396550,1999-04-05,何燕江,429.178万元人民币,91310117631385189R
美科科技,美科科技（北京）有限公司,Microduino是一个STEAM创客教育机构，课程涵盖从校内的中小学，到大学的相关的教育。中小学主要是以STEAM/创客教育为主，大学会强调双创，创新和创业方向，校外主要针对青少年STEAM、机器人、或者创客教育。对校内，向校内输出教育内容，还有一些教育服务，校外主要是教具、课程、师资为主。目前，美科的师培服务体系已经在全国展开。,美科科技（北京）有限公司,北京市海淀区后屯路28号院1号楼4层415室,110108016766572,2014-02-20,王镇山,2500万元人民币,911101080929272917,www.microduino.cc
布络客,布络客（北京）科技有限公司,布络客是一个专业区块链传播交流平台，专注报道区块链行业趋势、政策分析、技术理论、场景应用等方面，传播区块链的创新理念与发展经验。同时提供项目对接、社群运营、投融资等多样化的产业服务，促进区块链领域的交流互动、资源互换。,布络客（北京）科技有限公司,北京市朝阳区东三环南路19号院1号楼-2至15层101内四层A466,,2018-05-16,郑重,500万元人民币,91110105MA01C715XM
奔力物流,广州奔力物流有限公司,广州奔力物流有限公司是一家集仓储、运输、配送、供应链服务为一体的综合型物流企业。成立于2000年，注册资金2029万RMB， 二十余年以来，以标准化、精细化、创新物流解决方案及一站式服务，致力服务商用空调、汽配、家电、大型设备及医药化工等行业。未来，奔力物流将继续领航制造业供应链服务。,广州奔力物流有限公司,广州市白云区太和镇北太路1760号中和货运市场A1栋505档,440115000013260,2000-12-16,李东,2028.75万元人民币,914401117256187565,www.benliwl.com
胖猫云科技,胖猫云（上海）科技有限公司,腾讯与“找钢网”联手在B2B领域进行开拓的公司，其中找钢网持股60%，腾讯持股40%。,胖猫云（上海）科技有限公司,上海市杨浦区国定支路28号3021室,,2018-10-15,张晓坤,2000万元人民币,91310110MA1G8TWR0M
择居网,北京择居网络技术有限公司,择居是一个数据驱动的房产电商服务品牌，前身是创办于2004年的指尖传媒，专为房地产行业提供精准营销的服务平台。2014年择居在指尖传媒的基础上转型升级，从房产营销切入到交易环节，用数据算法高效匹配房源和客源。,北京择居网络技术有限公司,北京市平谷区平谷镇大发路8-46号,110117014105856,2011-07-25,王成,555.5556万元人民币,9111011757901534X2,www.zeju.com
余客宝,北京余客宝科技有限公司,北京余客宝科技是一家致力于为经纪人提供创业服务的移动平台，主要为房地产行业及其他行业经纪人提供相关服务。,北京余客宝科技有限公司,北京市房山区良乡长虹西路翠柳东街1号-2708,110111017983114,2014-09-30,卢金涛,300万元人民币,91110111317957687H,yukebao.cn
老王采集,深圳市网讯互联有限公司,织梦老王采集是实深圳市网讯互联有限公司研发的一款专门针对搜索引擎的产品。能够有效解决用户在搜索引擎中遇到的各种收录、流量、排名、内容等问题。织梦老王采集支持搜索引擎，百度、好搜、搜狗、谷歌等互联网平台。拥有顶级国内外IDC资源，顶级技术专享线路，极速稳定！一个授权，海量排名随你玩，让你畅享搜索引擎中的快感。,深圳市网讯互联有限公司,深圳市宝安区沙井街道后亭社区新村东五巷5号201,440300206048449,2018-12-18,彭祖银,200万元人民币,91440300MA5FEG2J8X,kuaizhanyun.com
H+趣家,深圳爱奇家科技有限公司,H+趣家是深圳爱奇家科技有限公司旗下酒店新零售模式的子品牌，H+意为hotel plus，寓意着升级版的酒店家居用品体验，品牌致力于打造国内首家体验型电商平台——H+趣家商城。H+趣家倡导精致生活美学的理念，将高星级酒店直接供应链和场景体验充分整合，H+采用线上线下相结合的模式，通过中高端酒店大堂设立的H+LIFE体验馆和客房配备商品（床品/浴袍/浴巾/茶具/茶叶/洗护用品等）进行产品体验和展示，联合H+线上商城完成购物流程，为用户提供一站式便捷服务，在体验馆内更配置机器人为酒店客人提供免费咨询业务，秉承高品质、高品位、高调性的原则，将星级酒店标准的优质产品呈现给消费者！,深圳爱奇家科技有限公司,深圳市福田区沙头街道天安社区车公庙泰然九路海松大厦B座903,440301118181708,2016-12-01,藏晓安,595.2342万元人民币,91440300MA5DQ1F674,www.hlifes.net
神谷科技,云南神谷科技股份有限公司,神谷科技是一家智慧农业服务及运营商。于2010年3月经省政府招商引资在云南昆明经开区落户。位于银河泰瑞集团自建的云南首个高端科技产业园区银河之星T-Park科技园内。公司依托云南高原特色农业，研发并集成以农业物联网为核心的精准农业解决方案，同时融合物理网数据和专家知识，建立并优化农作物种植标准（SOP），为产业运营提供数据支撑和商业创新基质。,云南神谷科技股份有限公司,云南省昆明经开区银河T-PARK科技园H栋3层,,2010-02-04,蔡俊丰,2400万元人民币,915301005501230569,www.agrithings.cn
京昌物流,武汉京昌物流有限公司,京昌物流是一家湖北省的专线零担运输企业，具有国家AAA级物流企业经营资质，在湖北省内设立了40多个分公司，在武汉市内设立了四十多个业务点，形成了省内完善的专业运输协作网络。,武汉京昌物流有限公司,武汉市东西湖区金山大道南、光明乳品有限公司东（10）,420112000127206,2012-03-19,王勇,200万元人民币,91420112591081403Y,www.whjcl.cn
威尔熊,有咯(厦门)网络科技有限公司,专注于全景视频技术应用内容的品牌。威尔熊主营业务为利用全球通用的第三方全景视频制作技术，结合VR穿戴设备或互联网视频门户的载体，在不同场景下推广应用，全景视频制作技术就如同一门视频后期编辑技术，同时孵化2~3个应用场景，一个是《虚拟实景+二手房市场》，一个是《虚拟实景+短视频节目》。,有咯(厦门)网络科技有限公司,,350211200127943,2015-07-22,胡菊英,500万人民币,91350211M0000NJD0D,www.wondershow.tw
