名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
智达汽车租赁,深圳市智达汽车租赁有限公司,智达汽车租赁是一家专业从事汽车租赁服务的公司，提供的租车方式包括长期租车、短期租车、会议租车、婚礼租车等，也可提供专业司机代驾、陪驾。,深圳市智达汽车租赁有限公司,,440301105443108,2011-05-31,孙忠宝,200万元,9144030057638000XA,qy.58.com
九极,广东九极生物科技有限公司,广东九极生物科技有限公司是一家主营保健食品、保健日用品、美容护肤品和健康食品的研发、生产、销售和服务等业务的公司，多年来一直在抗氧化抗衰老的保健食品领域独有建树，九极产品和服务也获得广大消费者一致厚爱和好评，荣获国家《保健食品GMP证书》等众多殊荣。,广东九极生物科技有限公司,广东省广州市黄埔区广州开发区永和经济区田园西路6号,440000000029625,2003-05-06,王永辉,8000万元人民币,914400007480109897,www.gdjiuji.com
智充科技,北京智充科技有限公司,智充是一家电动汽车共享充电桩研发商。主要产品有智充智能交流充电装置、智能直流快充充电装置、社区基础充电设施配套服务等。通过提供“智能硬件＋去中心化”的一站式解决方案，帮助运营商和用户解决充电难的问题，实现共享充电。,北京智充科技有限公司,北京市海淀区龙岗路51号院7号楼2层C119室,110108019035520,2015-05-04,丁锐,539.6573万美元,911101083397675346,www.xcharge.com
企鹅童话,北京企鹅童话科技有限公司,企鹅童话是腾讯旗下专注于儿童数字内容的互联网企业，以无线互联网人气品牌“袋鼠跳跳”“宝贝听听”儿童应用为载体，以成熟的数字发行渠道和专业的运营经验为保障，为传统出版社，内容工作室和个人原创作者打开无线互联网的开放门户， 并以资源优势打造儿童优质IP及“泛娱乐”全产业链模式。,北京企鹅童话科技有限公司,北京市海淀区东北旺西路8号院37号楼三层317号,110108021691931,2016-07-22,贺亮,1537.94万元人民币,91110108MA0074575G,www.qqikids.com
天天向上马术,济南天天向上骑士会马术俱乐部有限公司,天天向上马术是一家专业英式马术培训机构。目前营业项目包括：马术培训、休闲骑乘、马术表演、活动私人定制、马匹调教、马匹交易、境内外马术交流等。,济南天天向上骑士会马术俱乐部有限公司,,370112200154905,2015-01-20,王静娴,400万元人民币,913701123068811111
东旭光电,东旭光电科技股份有限公司,东旭光电是一家液晶玻璃基板生产商，也是全球领先的光电显示材料供应商。公司从光电显示产业起步，逐渐发展成为集液晶玻璃基板、盖板玻璃、偏光片、彩色滤光片、蓝宝石等光电显示材料、高端装备制造及系统集成、石墨烯产业化应用、新能源汽车研发及制造、智慧城市建设等业务为一体的综合性高新技术企业，产业上下游纵向布局及横向联动不断深化，逐渐形成了具有综合竞争力的新兴产业集群。,东旭光电科技股份有限公司,石家庄市高新区黄河大道9号,130000000001040,1992-12-26,王立鹏,573025.0118万元人民币,911301001043959836,dongxuguangdian.com.cn
九药网,北京国泰永康大药房有限公司,九药网是一个医药电商公司，提供OTC药品，营养保健，成人用品，医疗器械等，药品专区主要提供感冒用药、肠胃用药、皮肤用药等。,北京国泰永康大药房有限公司,北京市丰台区南苑团河路商业街西12号,110106014419793,2011-11-16,包玉龙,200万元人民币,91110106585828195Y,www.guotaiyongkang.com
春秋时代,甘肃春秋时代大漠食材有限公司,春秋时代出品的每一份食材都由甘肃原产地直供。无论新鲜蔬果、营养干货还是特色肉类，件件都是原生态的绿色食材，浓浓健康好滋味。,甘肃春秋时代大漠食材有限公司,,620621200014277,2016-01-05,陈新东,5000万元人民币,91620621MA721Y7C2Y,www.chtimes.com
智诚创梦,成都智诚创梦信息技术有限公司,我们公司目前规划两块核心业务：,成都智诚创梦信息技术有限公司,成都高新区天府四街66号2栋5层4号,510109000567605,2015-04-20,康镜,50万元人民币,9151010033204128XN,www.cdzcit.com
千麦医疗,上海千麦医疗投资管理有限公司,千麦医学检验是一家第三方独立医学实验室。主要从事临床检验服务、药物临床试验服务、科研服务，同时为各医疗机构提供实验室信息管理系统支持、以及ISO15189、美国病理家协会CAP等质量体系咨询服务、SOP流程建设及外审服务。,上海千麦医疗投资管理有限公司,上海市闵行区闵北路88弄1-30号104幢第5层501室,310115001934678,2012-02-29,陈娅妮,6157.6746万元人民币,913101125916080762,www.cmlabs.com.cn
熊管家,杭州熊管佳电子商务有限公司,熊管家是一家提供洗衣服务的O2O服务商，提供在线预约下单、免费上门取送，由杭州熊管佳电子商务有限公司开发，该公司专注于无线生活服务类O2O研发与运营。,杭州熊管佳电子商务有限公司,杭州市余杭区仓前街道绿汀路1号1幢330室,330184000329543,2014-11-26,高涛,117.65万元人民币,913301103219078779
悟空音乐,广州珸空网络科技有限公司,悟空校园是一个基于移动互联网的校园社交生活APP，致力于打造围绕学生真实生活的网络在线社区。广州珸空网络科技有限公司旗下产品。,广州珸空网络科技有限公司,广州市越秀区水荫路29号201、202自编209-212A,440111000659560,2014-07-07,邓金云,200万元人民币,9144010630443908XA
黑石机器人,杭州黑石机器人有限公司,黑石机器人是一家无人奶茶店运营商，主要面向年轻女性群体，基于智能深度学习、语音交互、3D打印等技术，自主研发的机器人能够通过视觉识别用户的身份、行为，获取其购物历史，为用户推荐并制作果汁、奶盖、雪乐等6种系列的奶茶产品。,杭州黑石机器人有限公司,浙江省杭州市余杭区良渚街道七贤桥村7幢1楼南侧102室,330184000260046,2013-09-16,翟永辉,156.25万元人民币,91330110077338173H,www.bsrobots.com
秉钰投资,上海秉钰投资管理有限公司,秉钰投资是一家实业投资与投资咨询服务提供商。主要经营范围：投资管理，实业投资，投资咨询，财务咨询。,上海秉钰投资管理有限公司,浦东新区航头镇航南公路999号7幢395室,310115002470348,2014-10-29,田振华,300万元人民币,91310115320784385L
缀强科技,杭州缀强科技有限公司,杭州缀强科技有限公司，创新专业的电子产品回收及以旧换新服务提供商；缀强科技专注于手机、笔记本、单反等电子数码产品回收业务，致力于做B2C模式中最专业的服务第三方，线上线下同步推广。,杭州缀强科技有限公司,杭州市下城区三塘兰园1幢（商）4号,330103000177521,2013-05-15,郦力,250万元人民币,913301030678723131,www.huishouking.com
轻运动,北京轻蜗科技有限公司,轻运动是一款口袋运动健康管家软件。支持跑步、步行、骑行轨迹定位追踪，里程、速度、海拔等数值精准采集；支持室内平板支撑时长与卡路里记录，云端保存。,北京轻蜗科技有限公司,北京市密云区西大桥路69号密云区投资促进局办公楼305室-1419,110228017796083,2014-08-26,匡迪飞,10万元人民币,91110228306686383X
中科汇康,深圳中科汇康技术有限公司,深圳中科汇康技术有限公司（以下简称“中科汇康”）坐落于福田区华强云产业园区，是一家专业从事健康数据采集、数据分析并据此对人体进行健康监控、管理、疾病预测与预防，同时集智能保健电子设备研发、生产、销售为一体的高科技企业。中科汇康与战略股东中国科学院深圳先进技术研究院（以下简称“先进院”）合作，建立了强大的技术支撑体系。先进院是由中国科学院、深圳市政府协商共建的国家科研机构，是新时期中科院面向国家和区域产业和社会需求进行的重大科技布局，是深圳市建设国家首个创新型试点城市的重要科技支撑平台。,深圳中科汇康技术有限公司,深圳市福田区梅林工业区梅秀路华强云产业园3号厂房6楼606,440301107986633,2013-09-22,冷密清,2250万元人民币,91440300079814364H,www.hk-bithealth.com
吉事多便利店,安徽吉事多便利店有限公司,吉事多便利店是一家24小时营业便利店，一家利用信息技术与互联网技术，采用线上与线下、实体店与虚拟店相结合本地化便利生活与服务的新零售运营管理服务公司。,安徽吉事多便利店有限公司,合肥市高新区柏堰科技园香樟大道168号C6号楼2层,340191000096205,2016-10-08,许昆,500万元人民币,91340100MA2N146F9P,www.juststore.cn
儿歌点点,北京萌宝科技有限公司,儿歌点点是一个中英文儿歌故事的app，提供早教育儿资讯、故事等，隶属于北京萌宝科技有限公司。,北京萌宝科技有限公司,北京市海淀区北三环西路25号2号楼2层201室,110108019080638,2015-05-12,高少星,100万元人民币,9111010833986932X8,ergedd.com
易毫故问,北京易毫故问教育咨询有限公司,北京易毫故问教育咨询有限公司（简称留学好顾问）是隶属于小马过河集团，专注打造成为留学行业的服务平台，为留学行业的合作伙伴提供在线流量分发、大数据管理、移动CRM等服务的一家互联网公司。,北京易毫故问教育咨询有限公司,北京市朝阳区建国门外大街永安东里8号13层1307c-1311,110105018696468,2015-03-02,许建军,10万元人民币,91110105330417087N,www.haogw.com
臻识科技,成都臻识科技发展有限公司,臻识科技是一家计算机视觉技术商用化公司，专注于智能视频、计算机视觉、人工智能领域的前沿探索与研究，研究方向主要包括数字图像与视频处理、图像与视频编码、图像内容理解研究、图像与视频检索研究等。,成都臻识科技发展有限公司,成都高新区交子大道300号3栋22层5号,510109000064255,2009-03-06,任鹏,1111.1112万元人民币,91510100684593707H,www.vzenith.com
众车纷享,杭州众车纷享新能源汽车有限公司,众车纷享是一家汽车销售以及分时租赁服务商。公司主要从事众泰E200在杭州区域的汽车销售业务，公司也从事汽车分时租赁、汽车事务代理、车辆按揭手续办理以及旧机动车交易业务。,杭州众车纷享新能源汽车有限公司,浙江省杭州市拱墅区石祥路688号405室,330105000443072,2016-07-20,姜祖荣,10000万元人民币,91330105MA27Y8GKXD,www.ccclubs.com
爱唯仕,北京嘉腾恒业科技发展有限公司,爱唯仕是一家毛绒玩具生产经销商。,北京嘉腾恒业科技发展有限公司,北京市海淀区蓝靛厂东路2号院2号楼(金源时代商务中心2号楼)3单元(C座)10A2,110108011994065,2009-06-10,宛景宏,5000万元人民币,91110108690838010L
中窑股份,广东中窑窑业股份有限公司,"""公司成立于1997年,于2011年改制为广东中窑窑业股份有限公司.是一家以生产建筑陶瓷用辊道窑为主的民营科技企业.""",广东中窑窑业股份有限公司,佛山市南海区罗村镇下柏工业大道东,440682000047378,2003-03-18,柳丹,7800万元人民币,9144060074803880XF,www.zhongyaokiln.com
一清创新,深圳一清创新科技有限公司,一清创新是一家计算机硬件开发商。,深圳一清创新科技有限公司,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),440300204811993,2018-06-28,王鲁佳,588.2352万元人民币,91440300MA5F70KPXT
浩行互联,广州市浩行信息科技有限公司,广州市浩行信息科技有限公司制造的核心业务方面包括了广州网站建设、广州网站制作、广州网站设计、广州网站开发、广州网站推广等。我们的团队是一支专业、朝气、创新、专注、有凝聚力的团队，从而能够为客户提供完善的网站建设方案和优质的服务。我们的宗旨是：力求为客户提供最高品质的服务。 浩行网络由多年从事网站建设策划、设计及开发的专业网站设计开发工程师组成，我们深知，互联网技术的发展是永无止境的，网站的建设更要符合企业和市场的需要。,广州市浩行信息科技有限公司,广州市天河区棠下涌东路306号之二5至6楼511房,440106001009434,2014-08-07,胡武浩,50万元人民币,91440106304735436F,5268w.com
侍埃电商,上海侍埃电子商务有限公司,? ? YES! 2016年2月。我们在汽车互联网行业带来了独角兽文化。我们智慧的将平安文化、众安文化、银联文化通过创始人的魔法结合到了一起。凝结汽车狂人、金融天才，互联网大拿的空间艺术。? ? 我们极为关注未来的分享工作方式，在创始人的花园中头脑风暴，在安亭汽车城世茂孵化空间会议。在任何景区，超五星酒店激荡技术与思想。? ? 侍埃电商致力成为中国领先的全市场全平台O2O汽车车源提供商，以“精于商道，尊重效果”为企业法则。企业从2016年2月14日开始正式运营，截止2016年5月底，侍埃电商已成为业内成长最,上海侍埃电子商务有限公司,上海市奉贤区青村镇光明金钱公路3298号第5幢2087室,310120003030188,2015-12-16,胡磊,1000万人民币,91310120MA1HK9K05L
芝麻音乐,上海婉转信息技术有限公司,芝麻音乐是一款让音乐像软文一样授权给企业传播使用的互联网应用。它是一个原创音乐传播，拥有原汁原味的原创音乐，音乐人社区。其次它是有很多的，互动乐趣的歌唱赛、K歌房、K歌榜活动，再者它是企业的文化和试用品、优惠券的派送载体，三位一体、三方全赢的音乐社交，营销宝典，网站+APP。,上海婉转信息技术有限公司,中国（上海）自由贸易试验区浦电路57号3层8374室,310141000313404,2016-01-01,赖远生,20万元人民币,91310115MA1K3DC99H,www.saiyapp.com
华映科技,华映科技（集团）股份有限公司,华映科技(集团)股份有限公司是一家专门从事新型平板显示器件、液晶显示屏、模组及零部件的研发、设计、生产、销售和售后服务的公司.公司目前主要专门从事液晶模组的加工、制造及相关售后服务。,华映科技（集团）股份有限公司,福州市马尾区儒江西路6号，福州市马尾区儒江西路6号1#楼第三、四层,350000100015427,1995-05-25,林盛昌,276603.2803万元人民币,913500001581472218,www.cpttg.com
梦瑞文化,吉安市梦瑞文化传播有限公司,梦瑞文化是吉安市中石化加油站媒体的独家代理商，现在公司运营吉安约200座加油站媒体资源，覆盖吉安市区、吉安县、吉水县、永丰县、安福县、井冈山市、泰和县、永新县等地区黄金地段加油站媒体，达到全市、县无盲点覆盖。拥有受众目标精准、到达率高、广告互动性强、网络覆盖性大等得天独厚的优势。致力于为客户过滤受众目标，锁定目标群体，实现精准传播，提高有效到达率。,吉安市梦瑞文化传播有限公司,,360802210031934,2015-01-16,刘荆辉,100万元人民币,91360802327625424G
候鸟科技,候鸟跨境科技（深圳）有限公司,候鸟跨境科技（深圳）有限公司是一家位于深圳市南山区的高新技术型企业，专注于为用户提供跨境保税供应链等一站式解决方案。我们精心打造集海外采购、品牌引进、保税仓储、国际货运、以及运营平台于一体的综合性平台，致力于为全球商家及消费者提供专业、完整、高效的跨境贸易综合性服务。,候鸟跨境科技（深圳）有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）经营场所：深圳市南山区塘岭路1号金骐智谷2002室，深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）经营场所：深圳市南山区塘岭路1号金骐智谷1811室,440301114999665,2016-01-25,何理刚,5000万元人民币,9144030035979306X0,www.houniao360.com
伊库伊库,上海伊库伊库网络科技有限公司,上海伊库伊库网络科技有限公司是一家软件开发商，成立于2013年。正在打造的一款移动交友产品全面主要面向 iOS 和 Android 用户，目标市场涵盖国内外，曾被多家知名国际媒体报道和推荐，并登顶多国畅销软件排行榜顶端。目前产品短期内已积累了百万级别用户量，并取得营收。,上海伊库伊库网络科技有限公司,上海市徐汇区漕宝路509号9幢101-41室,310104000547205,2013-06-06,刘婷婷,1000万元人民币,91310104071161813F
巨米智能,广州巨米智能设备有限公司,巨米智能是一个无人售货机的智能化与数据化运营服务商，专注于通过智能贩卖机、微信咖啡机、嵌入式智能互动广告机等物联设备开发、生产、营销，覆盖地铁、写字楼、餐饮连锁等场所，致力于以物联网方式，连接消费者互动的生活圈。,广州巨米智能设备有限公司,上海市徐汇区中山南二路107号1幢8层I单元,440112000071679,2011-12-31,朱林海,1183.33万元人民币,914401115876445175,www.jumi-ai.com
名都置业,西安名都置业有限公司,名都置业是一家集房地产咨询、开发、销售于一体的房地产公司。致力于提供房地产综合开发经营及配套服务;房地产营销策划;建筑材料(除木材）新技术开发、服务;房屋租赁等。,西安名都置业有限公司,西安经济技术开发区凤城八路,610132100010539,2007-03-14,莫剑荣,3000万元人民币,91610132797465963D
华育恒通,天津市华育恒通科技发展有限公司,天津华育恒通科技有限公司是一家致力于研究最新计算机软件开发技术、软件架构、智能手机开发技术、3D展示平台、游戏设计与开发的高科技企业，专注于给IT行业提供综合技术解决方案，包括技术架构设计，项目结构搭建，人员输送，行业信息化解决方案设计等综合业务。,天津市华育恒通科技发展有限公司,天津市河北区昆纬路与东七经路交口西北侧河北新闻大厦附楼五楼508-1室,120105000114616,2013-05-29,李婉秋,100万元人民币,91120105069868326N
纳恩博Ninebo,纳恩博（天津）科技有限公司,Ninebot纳恩博（此前叫风行者）是一个自平衡车及短途代步工具，由纳恩博(天津)科技有限公司开发者，提供集生产、销售、服务于一体的智能代步设备运营服务。  Segway-Ninebot（中文名：赛格威-纳恩博）是全球智能短交通和服务类机器人领域的创新企业。公司以国际化视野立足全球市场，专注于引领智能短交通和服务类机器人产品的创新和变革。  目前，Segway-Ninebot公司旗下拥有四大核心自主品牌：产品品牌Segway和Ninebot，机器人品牌Segway Robotics，服务品牌Segway Discovery，以及技术赋能品牌Segway Inside和定制化品牌Powered by Segway，在智能短交通和机器人两大领域不断发力，以创新技术研发生产具有未来科技体验的产品，持续引领着行业的发展,纳恩博（天津）科技有限公司,天津市武清区汽车产业园天瑞路3号14幢,120222000187701,2013-06-20,高禄峰,2000万元人民币,911202220698929915,www.ninebot.com
萌奇文化,深圳市萌奇文化发展有限公司,深圳市萌奇文化发展有限公司是国内领先的文化衍生品综合服务商，长期致力于对文化品牌和产品的解读及研发，从品牌授权策划与管理、衍生品开发，到市场渠道营销，为客户提供一站式的专业品牌服务。,深圳市萌奇文化发展有限公司,深圳市南山区沙河街道侨城东路99号产业楼一层101-104,440301106965430,2013-03-15,蔡志平,206.1856万元人民币,9144030006386819X3,www.mekiculture.com
剑门旅游,剑门关华侨城旅游开发股份有限公司,剑门关旅游开发股份有限公司的主营业务为旅游资源的开发经营，通过对剑门关景区景点的开发，为游客提供旅游服务，包括索道观光、观光车等服务。公司主要服务为索道业务、观光车业务、游客体验类业务、景区讲解业务。,剑门关华侨城旅游开发股份有限公司,四川省广元市剑阁县下寺镇龙江大道22号剑门大厦16楼,510823000008853,2003-07-19,刘国旌,25000万元人民币,91510823752311442T,www.zgjmly.com
广州齐达材料,广州齐达材料科技有限公司,广州齐达材料科技有限公司是全球大型的声磁防盗产品制造商，2006年在中国广州科学城创立，拥有十多年的专业声磁防盗产品制造经验，是全球唯一拥有声磁防盗完整产业链，产品覆盖高性能新材料、防盗芯片、核心组件及最终产品的先进生产型企业。,广州齐达材料科技有限公司,广州高新技术产业开发区科学城南翔三路52号自编厂房二1-3层,440108000012165,2006-07-10,王志远,2000万元人民币,914401167910095101,www.gzqida-tech.com.cn
奥德加德,深圳市奥德加德咨询有限公司,专注互联网，移动互联网，DT大数据处理,深圳市奥德加德咨询有限公司,深圳市宝安区西乡街道西乡臣田宝民二路伟信达大厦808室,440301114134336,2015-10-19,王漫江,100万元,9144030035910958XL,www.aodjd.cn
