名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
华企互赢,华企互赢科技（北京）有限公司,华企互赢科技（北京）有限公司，成立于2010年，公司拥有数十位资深的品牌运营策划推广专家，专业的电商平台及网店设计师及经验丰富的网站技术工程师，核心成员均拥有八年以上互联网及电子商务外包经验。华企互赢公司本着服务客户、诚信为本的服务理念，以推动中国电子商务前进为使命，专注于企业电子商务平台搭建及运营服务，赢得了广大客户的一致好评和认可。,华企互赢科技（北京）有限公司,北京市朝阳区锦芳路1号院5号楼11层1103室,110105013310001,2010-10-27,李春红,1000万元人民币,91110105563666826Y,www.hqhytp.com
荣泰农业,安康荣泰农业科技股份有限公司,安康荣泰农业科技有限公司成立于2012年，注册资本2000万元，位于安康市汉滨区五里工业园区，占地面积50余亩；公司以小麦粉生产、粮食收购储存、加工及深加工、农副产品加工、销售为主，绿色生态农业产业链及物流配送、农业技术咨询服务，带动周边种植业、养殖业、服务业发展。,安康荣泰农业科技股份有限公司,陕西省安康市汉滨区五里镇工业园区,612400100017766,2012-04-24,温荣朝,700万元人民币,91610900593324966C,www.akrtny.com
亿嘉和,亿嘉和科技股份有限公司,亿嘉和科技股份有限公司是江苏省政府和华泰证券联合投资的新兴高新技术企业，公司拥有一批国际顶尖的智能机器人研发高端人才，致力于能源、医疗、交通、制造等行业智能机器人的研发、制造和推广应用，公司已拥有一系列与国际接轨的智能机器人领先技术和产品，为客户提供独一无二的项目实施和服务支持。亿嘉和科技股份有限公司，总部坐落于中国（南京）软件谷，是机器人领域的高新技术企业，公司致力于电力、石化、市政、能源、医疗、社区、制造等行业智能机器人的研发、制造和推广应用，拥有一系列智能机器人技术和产品，可为各行业提供多样化的智能产品和服务。,亿嘉和科技股份有限公司,南京市雨花台区安德门大街57号5幢1楼至3楼、8楼至12楼,,1999-04-06,姜杰,9824.567万元人民币,91320100631402444M,www.yijiahe.com
车拉拉新天地,深圳恒帮物流科技有限公司,"""车拉拉新天地是深圳恒帮物流科技有限公司旗下主打产品，本公司是一家致力于为国内货主与司机，提供安全、便捷、可靠的物流信息服务平台；提高物流效率, 降低物流成本，使广大的货车司机得到实惠，使企业物流更便捷、省心。""",深圳恒帮物流科技有限公司,深圳市龙华区龙华街道富康社区民清路48号油松商务大厦6层,440300205429612,2018-09-12,罗昭柏,500万元人民币,91440300MA5FAKMP36,cll56.net
汉纳材料,苏州汉纳材料科技有限公司,汉纳材料致力打造立足于中国、业界一流、客户满意的纳米碳材料的研发及其应用的高新技术企业。专注于纳米材料的宏量可控合成、性能研究及其应用开发，是目前国内规模最大的集碳纳米管研发与应用为一体的高科技领军企业。目前已研发并能够规模化生产的有碳纳米管柔性触摸屏导电膜、锂电池用加热膜/控温膜/均温膜、低能耗的碳纳米材料电取暖设备、光学防静电保护膜、耐高温保护膜等。,苏州汉纳材料科技有限公司,苏州工业园区金鸡湖大道99号苏州纳米城西北区07栋102室,320594000214330,2011-11-25,陈新江,1125万元人民币,913205945866177012,www.hanano.co
普峰旅行,辽宁普峰国际旅行社股份有限公司,"""公司作为专业的旅游产品供应商,自成立之日起,一直秉承“品质旅游产品的倡导者,优质旅游服务的领航者”理念,为广大游客和同业客户提供最优质的旅游产品和服务。主要产品为国内旅游和出境旅游,在此基础上又将产品细分化为常规旅游产品和非常规旅游产品,依靠自主研发进行批量销售。在公司良好的批发业务基础上,利用母公司的服务体系和良好信誉,子公司盛京国旅同时积极发展旅游终端零售业务。""",辽宁普峰国际旅行社股份有限公司,"""沈阳市皇姑区昆山西路89号甲中海广场A2座1501"
"""",210102000050814,2009-11-06,袁野,1000万元人民币,91210100696508290H,www.nffq.net
一路同程,成都一路同程信息技术有限公司,一路同程是一家致力于打造互联网+金融平台的合伙制企业。在全国范围内为企业提供“互联网+支付”等相关服务。,成都一路同程信息技术有限公司,,510104000233351,2014-04-21,林静,100万元人民币,91510104097751782C
中科芯海,深圳中科芯海智能科技有限公司,中科芯海是一家集研发、生产、销售和服务为一体的高新技术企业，拥有强大的独立研发团队、国际化研发管理体系及现代化高品质无尘生产基地，专注基于微流控技术的POCT（Point of care Test）便携快检系列检验医疗仪器研发制造及移动医疗应用技术。目前中科芯海已授权的发明专利5项，软件著作权2项，依托中科强华应用牵引、自主创新与技术集成相结合的优势，不断提高自主创新能力，提升企业综合竞争力，未来3-5年将成为基层检验设备的领军企业。,深圳中科芯海智能科技有限公司,深圳市龙岗区龙岗街道怡丰路34号3栋301-305,440307118337978,2016-12-16,周树民,450万元人民币,91440300MA5DQRJB4E
店客来,北京店客来科技有限公司,实体商业消费金融CRM提供商。店客来是优质实体商业消费金融CRM，用消费金融重构顾客关系。产品是基于数据引擎和智能的CRM，洞察业务流程和顾客流，反向定制储值金融、供应链金融、资产证券化等金融产品。,北京店客来科技有限公司,,110108018507078,2015-01-19,陈峥,400万元人民币,91110108327305236M,www.diankelai.com
撼宇信息,北京撼宇信息科技有限公司,禧月帮的品牌运作母公司撼宇信息科技（北京）有限公司旗下的一个母婴上门护理品牌。公司的前身是中国成人教育协会学前教育培训基地专为0-6岁婴幼儿教育事业培养教育型人才的专业合作机构，现下设某知名产后恢复连锁机构，母婴护理培训基地，产后恢复实体中心等。致力于婴幼儿早期教育的发展与母婴健康服务的开展，推广普及国际领先的早期教育理念、科学健康的育儿新观念。指导和帮助妈妈调整产后心理及生理状态；培养新一代高水平专业化的早期教育老师、母婴护理人员及专业产后修复理疗师。,北京撼宇信息科技有限公司,北京市朝阳区西大望路甲12号2号楼（国家广告产业园区孵化器25208号）,110105019606591,2015-07-31,郭桂林,181.8万元人民币,9111010535131145XT,www.xiyuebang.com
领家科技,沈阳领家科技有限公司,公司目前有9名创业团队成员 ，其中创始人为飞饭网奠基人之一。技术人员3名，其中大连理工大学计算机博士1名、东北大学硕士2名。,沈阳领家科技有限公司,沈阳市东陵区文溯街19-3号105-57室,210112000061862,2014-07-14,贾鸿双,110万元人民币,91210112396542008K
HelloHan Learning Chinese,成都乐汉科技有限公司,HelloHan Learning Chinese是一款帮助老外学习汉语以及在线解答的APP。首先是提供在线课程，学习者免费进行互动式(人机互动）学习，让学习者不受时空限制，随时实地能够学习汉语，其次在学习过程中，HelloHan Learning Chines将提供一对一的解惑（增值）服务，通过为学生纠错，在线辅导等服务来更好的服务于学习者。,成都乐汉科技有限公司,,510109000458610,2014-06-24,王勋鹏,50万人民币,91510100397636153L,www.hellohan.com
嘀嗒加油,湖南嘀嗒加油信息科技有限公司,嘀嗒加油是湖南嘀嗒加油信息科技有限公司旗下车主加油电子商务平台，于2016年9月，嘀嗒加油品牌正式成立，2016年12月嘀嗒加油走访市场与多家加油站达成战略合作，2017年2月嘀嗒加油团队推出微信端一键加油，2017年4月30月嘀嗒加油微信端正式落地湖南长沙加油站，嘀嗒加油致力于搭建车主多快好省的加油方式，将互联网+能源消费领域深度耕耘。为车主提供打折加油和便捷加油的核心价值，帮助车主更快捷地享受加油服务。,湖南嘀嗒加油信息科技有限公司,,430105000257258,2017-03-31,胡华,999万元人民币,91430105MA4LHF20XW,www.didajiayou.cn
极思维,深圳市极思维智能科技有限公司,极思维科技是一家智能扫地机器人研发商，专注于家用清洁机器人的研发与设计，旗下扫地机器人具有摄像头语音提示、自动充电、尘满提醒等功能。通过APP，用户能远程遥控清洁机器人去客厅、房间等角落，并实时传输视频查看家里状况。,深圳市极思维智能科技有限公司,深圳市龙华区民治街道工业路第五工业区电子产业园C栋403,440301108383115,2013-11-25,舒权文,113.6364万元人民币,91440300083895136B,www.jisiwei.com
艾方教育,艾方威尔（北京）教育科技有限公司,艾方教育是一家个性化托管教育定制服务商。该公司集小初高差转优课外托管培训与一对一教育研究为一体，提供有心理疏导、行为引导和课程辅导等服务。隶属于艾方威尔（北京）教育科技有限公司。,艾方威尔（北京）教育科技有限公司,北京市海淀区青云里满庭芳园小区9号楼青云当代大厦16层1608室,110108008858502,2005-08-26,赵芳莲,50万人民币,91110108779507437U,www.aifangjiaoyu.com
热电场,杭州尚境电子科技有限公司,热电场全称为杭州尚境电子科技有限公司，中国领先的硬件孵化器，专注于硬件产品发行，创造和投资。团队倚靠超强的新品营销的经验和能力，为客户提供市场，公关，电商，设计等一揽子解决方案。在成立短短一年时间内，便成功孵化坚果投影仪，小吉迷你智能洗衣机、音伏IN-VOICE耳机、LENA卷发棒、小乔跑步机等明星硬件品牌。,杭州尚境电子科技有限公司,浙江省杭州市淳安县千岛湖镇阳光路688号104-1,330127000051547,2014-12-30,罗希,500万元人民币,91330127321925856R,www.hooot.net
欣博盛生物,深圳欣博盛生物科技有限公司,"""欣博盛生物是一家生命科学和生物技术研发商。专门从事以抗体、细胞因子、免疫检测试剂盒等免疫学产品为主的生物试剂的研发与销售。公司自主研发的ELISA试剂盒，品质卓越，行业领先；在国内众多重点实验室广泛使用，深受广大科研人员的好评。欣博盛品牌ELISA试剂盒自推出以来已先后在Nature，PNAS, Cell research等国际权威杂志文章中被引用。""",深圳欣博盛生物科技有限公司,深圳市福田区梅华路105号多丽科技楼6层0605(仅限办公),440301102774640,2007-08-13,陈新刚,500万元人民币,91440300665869616P,neobioscience.com
迷你挑,挑尚文化传播（上海）有限公司,迷你挑是一个主打日韩品牌的B2C电商网站，2012年初被京东商城收购。,挑尚文化传播（上海）有限公司,,310107000588272,2010-04-15,程慧明,500万元人民币,91310107552992589H,www.minitiao.com
OE能源,鸥瑞智诺能源科技（北京）有限公司,鸥瑞智诺能源科技(北京)有限公司（Original Energy Technology Beijing Inc.）（简称“OE能源”）致力于研究和利用自然界已存在的可再生能源，开发新型能源技术、产品及系统解决方案，主要研发、制造和销售锂离子电池、硅能电池 、汽车动力总成系统 、能源管理系统 、光伏建筑一体化（BIPV）、风力发电等，广泛应用于电动汽车、储能、风力发电和太阳能发电、分布式能源等， 为客户提供绿色动力和智能用电，改善人类生活，帮助全球客户与合作伙伴共同取得成功！,鸥瑞智诺能源科技（北京）有限公司,天津市津南区双港工业区丽港园1号，北京市朝阳区南磨房路37号308室,110102012663976,2010-03-03,卢祥军,300万元人民币,91110105551395037F,www.oetch.com
推杰网络,武汉推杰网络科技有限公司,推杰网络是一个创意营销服务平台，公司目前的主营业务为新媒体营销。通过微博、微信等各大主流社交主流媒体将品牌广告植入创意内容，提供量身打造的整合营销解决方案。,武汉推杰网络科技有限公司,,420106000405285,2015-01-06,孙华,300万元人民币,91420106303646861P
科技金融引领者。,上海胜然投资管理有限公司,上海胜然投资管理有限公司，成立于2013年3月，注册资金5000万元，科技金融的领先者，打造互联网平台优质资产供应端，管理规模超百亿，专注于持续为高净值客户甄选、配置收益稳健的金融产品，致力于财富持续稳健的增长，我们由一支专业的金融业资深人士共同组成。自成立以来，胜然财富凭借专业的理财顾问团队，敏锐的市场反应，稳健的投资风格、全方位理财服务，赢得了客户的认可。胜然财富在成立的短短几年内迅速发展，成为领先于行业并快速增长的独立财富管理机构。 公司强大的经济实力、专业化的管理团队、标准化的服务体系，为投资者在信,上海胜然投资管理有限公司,上海市崇明县横沙乡富民支路58号D1-2097室（上海横泰经济开发区）,310230000608853,2013-09-07,林祥文,5000万元人民币,91310230078119335K,www.csrwm.com
鲸力智享,鲸力智享（北京）科技有限公司,鲸力商旅-基于大数据和云计算的智能化差旅管理APP，通过搜集全球的交通、酒店大数据，结合企业的差旅规定和员工的差旅标准，统筹预算与审批、报销和统计，实现以数据为导向的科学性、精细化和全方位的差旅管理。,鲸力智享（北京）科技有限公司,北京市丰台区南四环西路128号院4号楼12层1502-066（园区）,110106021380950,2016-06-02,彭科,120万元人民币,91110106MA0061YE35,jingli365.com
智波信息,北京智波信息技术有限公司,智波是运行在智能手机上，从四个维度测量和分析人体脉搏信息，用于医疗诊断的软件工具。,北京智波信息技术有限公司,北京市海淀区中关村东路18号1号楼A-1111-044室,110108020425348,2015-12-24,谢洪武,100万元人民币,91110108MA002NW98R,www.ziibot.cn
新兴四寰,北京新兴四寰生物技术有限公司,京新兴四寰生物技术有限公司于2005年在创始人周逸先生的主导下由北京四环生物制药有限公司（上市公司，江苏四环生物股份有限公司的控股子公司）分立重组而来，原是军事医学科学院的下属企业；始建于1988年，是国内最早从事基因工程药品和诊断试剂的研究、生产和销售的高新技术企业之一。2018年8月，公司顺利搬迁至中关村科技园区大兴生物医药产业基地，工厂总面积达到4000平方米，扩大了厂房，更新了设备，为进一步发展奠定了坚实的基础。,北京新兴四寰生物技术有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地永旺路27号3号楼2层、3层301室,110115008932087,2005-09-19,周逸,1050万元人民币,91110115780996071X,www.xxshsw.com
黑帆科技,成都黑帆互动科技有限公司,黑帆科技是专注于iPhone用户壁纸及配套图片打印硬件研发商，主要有两款产品，Live Photo动态壁纸下载工具，只针对全球iPhone7/8用户；Live box是一款针对苹果周边的智能硬件，可以打印Live Photo动态照片，同时通过AR扫码呈现动态效果。,成都黑帆互动科技有限公司,中国（四川）自由贸易试验区成都高新区吉泰五路88号3栋44层2号,510109000932196,2016-09-29,谢德智,200万元人民币,91510100MA61XUGP75,heifankeji.com
昂纳集团,昂纳信息技术（深圳）有限公司,昂纳集团是一家硬件开发商，业务范围涵盖光通信、自动化和触摸屏行业，自主设计、制造、销售产品，专注于提供高速通信及数据通信网络中的光无源网络子器件、器件、模块和子系统产品。,昂纳信息技术（深圳）有限公司,深圳市坪山新区翠景路35号,440301503375751,2000-10-23,那庆林,30000万港元,91440300723043063Q,www.o-netcom.com
须弥山,陕西万协信息科技有限公司,须弥山在佛教故事里是位于世界中央的山，而健康则是我们每个人和家庭的根本。,陕西万协信息科技有限公司,陕西省西安市雁塔区电子城街道电子三路11号（陕西华山半导体材料厂）IA幢2楼层02室,610113100134346,2016-11-28,李建鑫,1000万,91610113MA6U0EDU1U,www.sumeru.org.cn
kiddy,上海六重梦信息技术有限公司,kiddy是一个3-12岁父母教育知识平台。基于内容和背书，提供人格化、干货多、有趣味的知识，基于机制、活动、社群，培养成就感，欢乐多，氛围好的习惯养成,上海六重梦信息技术有限公司,,310114003407395,2018-01-11,诸伟,100万元人民币,91310114MA1GUFBF08,www.kiddyplus.top
深圳通航,深圳市通航航空服务有限公司,深圳通航是一家从事飞机及飞行业务的公司。飞机的销售，出租，托管以及飞行员等航空人才的培训，飞行活动的开展为主营业务坂块。致力于为会员提供安全、自由的飞行体验及青少年的航空活动、太空探索的情智成长型平台。,深圳市通航航空服务有限公司,深圳市龙岗区坂田街道四季花城玉兰苑M301室,440307107431547,2013-06-07,周书珍,500万元人民币,91440300071144386D,www.szairventure.com
舍予舒,北京舍予舒文化传播有限公司,舍予舒是世界金腰带国际联盟与帅武道健康管理中心连锁金偶打造的一家，集搏击俱乐部，健康管理中心，营养输送系统，传统养生学院，武道人才输送基地.为一体的综合性会馆。,北京舍予舒文化传播有限公司,,110105021510861,2016-06-17,巴成帅,100万元人民币,91110105MA006FXE5C,www.shuaiwudao.com
极客公寓,青岛美加房地产营销策划有限公司,"""极客公寓,青岛市内最大的分散式合租品牌公寓。旗下精品单间上千间,专为青岛年轻白领设计,分布在市南区,市北区,崂山区核心地带。无中介费,双周保洁,无线WIFI,定制化服务。""",青岛美加房地产营销策划有限公司,,370212230106428,2015-03-05,李磊,500万元人民币,91370212334027932T,www.igeekroom.com
云图财富,长春市云图财富投资有限公司,云图财富是一家集财富投资管理、出借信息咨询服务、贷款信息咨询于一体的综合性金融信息服务企业。致力于为有理财需求的高净值人群和有资金需求的高成长型人群提供安全、高效、透明的平台式服务。,长春市云图财富投资有限公司,,220104000148444,2015-05-28,宣力群,3000万元人民币,912201043338534829
清研讯科,清研讯科（北京）科技有限公司,清研讯科提供的LocalSense(R) 高精度定位解决方案，解决的是4.0时代工业现场供应链组件、生产设备车辆与脑体力劳动者精确定位的问题（精度高达10厘米），而精确定位是对生产组织过程智能分析、科学组织的前提。,清研讯科（北京）科技有限公司,北京市海淀区双清路3号32021室,110108017221036,2014-05-16,赵瑞祥,58.7288万元人民币,91110108399106666C,www.tsingyantech.com
米庄理财,杭州信釜资产管理有限公司,米庄是一个金融科技服务平台，专注于互联网+金融的模式，打造适合大众的安全理财产品，让普惠式金融通过互联网的方式，传播到每个家庭。在保障每位用户资产安全的同时，实现用户财富最大化。,杭州信釜资产管理有限公司,浙江省杭州市余杭区仓前街道景兴路999号3号楼107室,330184000344212,2015-02-12,钱志龙,5000万元人民币,91330110328262039H,www.credtrip.com
集奇网,成都集奇信息技术有限公司,成都集奇信息是一家智能硬件和智能家居技术公司，主打产品Jeeqi遥控无忧是一个软硬件结合的遥控设备服务。,成都集奇信息技术有限公司,成都高新区益州大道中段1800号1栋16层,510109000369538,2013-04-23,邓练,50万元人民币,91510100066965585X,www.jeeqi.com
乐挥网,盛昌锐意（北京）科技有限公司,乐挥网成立于2012年，是中国领先的高尔夫行业IT服务商。现已发展为集高尔夫球场云端管理系统、B2B供应商管理系统开发和球场Tee台在线预订于一身的综合性平台。,盛昌锐意（北京）科技有限公司,北京市朝阳区望京街4号楼27层2709,110108014770810,2012-03-29,胡昌然,168万元人民币,91110105593875709C,www.teekart.com
好安健客,杭州好安健客科技有限公司,好安健客是一个高新技术企业，专注于从事医疗技术推广及健康管理服务，利用物联网、大数据、云计算等技术为客户提供家庭医疗保健管理解决方案及咨询服务，业务范围还涵盖泌尿、妇科、肿瘤等医疗领域适用的可穿戴设备的研发。,杭州好安健客科技有限公司,杭州市余杭区五常街道荆长路768号6幢4层419-1室,330108000187039,2014-12-01,李长安,200万元人民币,913301083218895170,www.haoanhealth.com
申科生物,贵州申科生物科技有限公司,贵州申科生物科技有限公司是一个基因检测分析系统及设备研发生产商。申科公司是一个研发生产医疗设备和配套耗材为主营产品的机构组织，是一家致力于为生命科学领域提供质优价廉的国产检测分析系统的企业。目前研发的多激光集成光源8色荧光DNA分析仪系列产品的研发方向，旨在拿出在分辨率，灵敏度、精确度、稳定性、检测速度等诸多方面性能均显著提高的，个性化，小型化，成本相对较低的国产基因检测设备和配套试剂，满足现场检测、临床快速诊断及对微量（或降解）样本及疑难复杂样板进行鉴定/诊断的需求。尽快让广大的基层医疗部门和生命科学研究部门得以普及高端检测仪器，满足绝大多数人早期体外诊断和各类社会服务部门的需求。,贵州申科生物科技有限公司,贵州省贵阳市贵阳国家高新技术产业开发区金阳科技产业园标准厂房辅助用房B402室,520100400178834,2016-04-04,CHEN XIAOYING,100万元人民币,91520100MA6DKXXN72,guizhouthink.com
大象医生,银川大象医生互联网医院有限公司,大象医疗是一家提供基于远程影像技术的医疗服务提供商，集健康大数据收集、健康教育、健康管理、网上诊疗为一体，实现门诊、住院、检查、体检的预约服务，并针对特定人群、特定病种实现规定范围内的网上诊疗活动，帮助医生高效率、低成本地为居民提供服务。,银川大象医生互联网医院有限公司,宁夏银川滨河新区中兴智慧银川大数据中心三楼A区,640100000012397,2015-09-18,苟正猛,1000万元人民币,91640100MA75YWMY55,www.eleph.cn
蛋壳机器人,蛋壳机器人科技（天津）有限公司,蛋壳机器人是一个集自动人物识别、语音视频双向交互功能的远程智能家居机器人，让用户可以在远程控制家中家居电器。,蛋壳机器人科技（天津）有限公司,天津市武清区汽车产业园云景道1号汽车大厦926室-3（集中办公区）,120222000393994,2015-12-18,孔迎建,450万人民币,91120222MA0769465R,www.eggrobot.cn
柯基网络,北京柯基网络科技有限公司,柯基网络是一个计算机信息服务提供商。kogi可及是一家专注于打折及时尚二手电商平台，为用户提供精美的打折商品以及无破损的二手商品。,北京柯基网络科技有限公司,北京市朝阳区劲松南路1号1幢4层445室263号,,2018-08-06,张骞,100万元人民币,91110105MA01DX3F08,www.kogi.club
京东众智,北京京东叁佰陆拾度电子商务有限公司,京东众智是一家专业的AI数据标注与采集平台。平台提供提供高标准、高质量的数据清洗及数据标注服务，可以根据 客户的业务需求标注数据，生成高质量的训练数据。适用于各种复杂场景数据采集的需求，海量标注团队线下采集，为客户提供源数据。,北京京东叁佰陆拾度电子商务有限公司,北京市北京经济技术开发区科创十一街18号C座2层222室,110108010100221,2007-04-04,刘强东,92000万元人民币,9111030266052765XB,biao.jd.com
微语言,北京乐学通教育科技有限公司,微语言致力于为公立校和培训机构搭建专属品牌的在线外教口语平台，提供国际化标准的专业外教师资库、科学系统的教学体系和产品，以及全方位的市场运营支持服务。凭借精准的市场定位和TO B的商业模式，在不到一年的时间里迅速占领全国市场，已成为国内在线外教口语服务的领导者。在提供的解决方案中，目前，微语言提供包括后台管理、教师运营、上课教学、约课、教务等平台系统，迭代为大班课、一对多、一对一、小班课等多种选择。同时，在微语言内部，已形成标准化服务流程，包括外教选拔与服务体系、师资管理系统、动态师资及课程分配体系、教研及学生测评体系，以及双师备课及教案教研体系。,北京乐学通教育科技有限公司,北京市房山区良乡太平庄村232号1幢108室,110111015499967,2012-12-27,朱春娜,530.1651万元人民币,91110111059218442B,www.4000669696.com
怡和科技,怡和科技（上海）有限公司,怡和科技是一家以亚太地区为基地，经营多元化业务的公司，致力于为金融保险业、房地产与酒店、零售业和制造业等客户提供可靠的产品及优质的服务。公司的主要业务包括采购与配置服务、系统集成服务、技术管理与维持服务、外包与管理性服务等。,怡和科技（上海）有限公司,上海市黄浦区中山南路268号7楼01、02、04单元,310000400472213,2006-07-06,MARK LUNT,3000万港元,91310000789566115G,www.jos.com
诚果繁忻,上海诚果繁忻餐饮管理有限公司,诚果繁忻是一家O2O餐饮项目研发与运营企业，公司致力于通过营养学为基础的产品为珍视自己健康的用户，更科学、更便捷的摄入其所需要的营养餐饮。主要以新鲜水果为主。,上海诚果繁忻餐饮管理有限公司,上海市杨浦区淞沪路333号902-2室,310110000667335,2014-03-28,周明飞,100万元人民币,,52leguo.com
