名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
在柳州,柳州市广电新媒体有限公司,“在柳州”APP是一款由柳州市广播电视台自主开发，重点打造的新闻及生活便民类城市应用客户端，涵盖本地生活服务、政务服务、资讯、看视频、爆料互动等丰富内容。,柳州市广电新媒体有限公司,,450206000118790,2014-12-10,王中,1000万元人民币,91450200327393539D
神马股份,神马实业股份有限公司,"""神马实业股份有限公司属于纺织化纤行业,主要生产经营地毯用丝.公司是亚洲最大的帘子布生产基地,并具有涤纶帘子布、半钢丝帘子布、BCF地毯丝、工程塑料、橡胶轮胎等产品的研制、开发、生产能力,连续多年名列全国500家最大规模工业企业和全国500家最佳经济效益企业行列,1992年被国务院六部委评定为特大型企业。""",神马实业股份有限公司,河南省平顶山市建设中路６３号,410000100002580,1997-09-10,乔思怀,44228万元人民币,91410000169972489Q,www.shenma.com
酷视网络,酷视网络软件（深圳）有限公司,酷视网络是一家研发的网络电视平台，于2010年在香港率先推出。透过互联网、电视机顶盒，提供一个全新的高清节目互动平台，将网络与电视结合起来，让用户随时随地通过点播、直播，享受精彩内容。,酷视网络软件（深圳）有限公司,深圳市罗湖区莲塘国威路第一工业区124栋五楼A,440301503354370,2009-07-14,崔涛,100万港元,91440300687575424T,www.koolsee.com
博科维实业,上海博科维实业有限公司,上海博科维实业有限公司办公室地址位于中国大城市，魔都上海，中国（上海）自由贸易试验区富特西一路99号六层602-D3部位，于2014年11月18日在自贸区市场监督管理局注册成立，在公司发展壮大的4年里，我们始终为客户提供好的产品和技术支持、健全的售后服务，我公司主要经营从事计算机科技领域内的技术开发、技术咨询、技术服务、技术转让，电脑图文设计，从事货物及技术的进出口业务，商务咨询，企业管理咨询（以上咨询除经纪），电线电缆、音响设备、安防器材的销售、安全技术防范工程设计与施工。,上海博科维实业有限公司,"""上海市奉贤区南虹路5,9,15号5幢2597室""",310141000113397,2014-11-18,谢勇,500万元人民币,91310115323216674F,www.11467.com
皇岛主,亳州市四部客花茶销售有限责任公司,亳州市四部客花茶销售有限责任公司位于亳州中药材交易中心，创建于1995年，是国内规模中药材专业交易市场，该中心占地387亩，建筑面积35万平方米，拥有1000家中药材经营店面，上市品种4800余种，中药材年成交额达100多亿元。,亳州市四部客花茶销售有限责任公司,亳州市谯城区徐庙行政村五区5号,341600000163740,2016-05-18,韩杰,50万元人民币,91341600MA2MWA0P7P,www.hodozo.com
浙商保理,浙江省浙商商业保理有限公司,浙江省浙商商业保理有限公司是一家商业保理服务商。公司专业为企业提供贸易融资、销售分户账管理、客户资信调查与评估、应收账款管理与催收、信用风险担保等保理服务，是目前国内综合实力位居行业前列的商业保理商之一。,浙江省浙商商业保理有限公司,杭州市江干区新业路8号华联时代大厦A幢2302室,330000000071614,2013-11-08,吴晓明,30000万元人民币,91330000082914606H,www.zsfactoring.com
宝宝玩什么,麒麟睿泉科技（北京）有限公司,“宝宝玩什么”是麒麟睿泉科技（北京）有限公司旗下儿童玩具租赁平台。平台所展示的玩具经过买手的精挑细选，平台意在为繁忙的妈妈减轻照顾孩子的负担。,麒麟睿泉科技（北京）有限公司,北京市朝阳区望京西路甲50号1号楼7层（新企航孵化器1745号），北京市朝阳区来广营乡来广营西路28号内二层1135室,110105016027270,2013-06-27,郁斌,1000万元人民币,91110105071689810D,www.bbwsm.com
一二一军创,成都一二一军创文化传播有限公司,成都一二一军创是由退役军人发起、国内首家专业为退役军人提供创就业系统性解决方案及全要素深度服务的公司。公司以领先科技和创新服务为先导，致力于打造退役军人全生命周期智慧服务平台，成为卓越的军创全生态链产业集团。,成都一二一军创文化传播有限公司,四川省成都市天府新区华阳街道广福东寺社区22栋1层104号,510110000029931,2015-09-10,邹平,500万人民币,91510100MA61R02760,house.china.com.cn
信华科技,北京信华时代科技有限公司,信华科技致力为政府打造新兴智慧旅游管理体系，促进行业的由分散到集中，由项目制到运营制，用大数据决策，打造旅游产业链条的融合。以终端消费者为中心提供一站式线上线下服务，将个性化、定制化及价值体验为转型的核心方向。,北京信华时代科技有限公司,西安市未央区六村堡关庙村108号绕城高速24公里处汉城服务区内,110108020527827,2011-07-13,哈文峰,588.2353万元人民币,91110108MA00330X18,www.suitaquba.com
普莱信智能,东莞普莱信智能技术有限公司,普莱信智能是一家在高端设备领域拥有底层共性技术的平台型公司。,东莞普莱信智能技术有限公司,东莞市东坑镇角社新村路13号3楼,441900004523030,2017-11-15,孟晋辉,625万元人民币,91441900MA5110KP46,www.plxcn.com
科大国盾,科大国盾量子技术股份有限公司,科大国盾率先在量子通信领域深耕细作，经过近10年的探索和实践，已成长为全球领先的量子通信设备制造商和量子安全解决方案供应商，是量子通信产业化的开拓者、实践者和引领者。,科大国盾量子技术股份有限公司,合肥市高新区望江西路800创新产业园D3楼1、3、4、5、6、7层,340106000030885,2009-05-27,赵勇,6000万元人民币,9134010068976734XU,www.quantum-info.com
游够天下,北京游够天下国际旅行社股份有限公司,,北京游够天下国际旅行社股份有限公司,未知,110105013220403,未知,贺振斌,4000万元人民币,911101055620988399,www.51yougo.com
广宇发展,天津广宇发展股份有限公司,天津广宇发展股份有限公司是一家主要从事房地产开发及商品房销售的公司，属房地产开发与经营业。公司主要从事房地产开发、商品房销售、物业管理以及对住宿酒店及餐饮酒店投资等业务。,天津广宇发展股份有限公司,天津开发区第三大街16号泰达中心,120000000002890,1986-03-05,周悦刚,186252.072万元人民币,9112000010310067X6,www.gyfz000537.com
高尔夫迷,北京高迷天下商贸有限公司,“高尔夫迷”是目前国内首款集合新闻、评测、教学内容与二手杆购买的综合性应用。每日同步官网发布最新相关资讯及二手杆信息，并具有完整的商品购买及管理功能，帮助您实时了解商品信息及订单状态。,北京高迷天下商贸有限公司,北京市朝阳区三间房乡西柳村中街（三间房动漫集中办公区3498号）,110105012695193,2010-03-17,祁炳坤,100万元人民币,91110105551358500R,www.golfme.cn
南京天河石信息科技,南京天河石信息科技有限公司,软件市场发展成熟，市场规模大。虽然目前市场上提供软件开发相关服务的公司很多，但基本上采用的是以人工开发为主的传统模式，为客户开发的软件不仅收费高，开发周期长，而且质量难以保证，加大了企业信息化建设的风险。,南京天河石信息科技有限公司,南京市建邺区嘉陵江东街18号04幢2层,320105000208232,2014-09-11,JIM JINPENG XIE,100万元人民币,,www.aroundmobiles.com
缪斯智能珠宝,深圳缪斯智能珠宝有限公司,缪斯智能珠宝是一家智能珠宝设计的生产商，以一线奢侈品珠宝设计与工艺为标准，打造出时尚系列、老人系列、朋克系列三大系类，满足不同人群的个性需求。曾与施华洛世奇合作。,深圳缪斯智能珠宝有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440306115239113,2016-03-07,吴晓斌,500万元人民币,91440300MA5D821M33
有客,北京创知网络营销技术有限公司,有客是一款基于微信平台的移动端商家营销工具，为商家开发了一个可以交易、支付、展示店铺信息的微信公众号，但有客会打造一个工具，嵌套在商家没有交易、支付功能的微信公众号里。,北京创知网络营销技术有限公司,北京市海淀区志新村16号楼2层201室,110108016995115,2014-04-09,陈琪,10万元人民币,911101080973118082,www.crknow.com
安诺凯,台州安诺凯生物科技有限公司,台州安诺凯生物科技有限公司是一家生物医疗科技研发服务商。致力于服务中国广大女性健康，通过科学严谨的分析研究开发出在HPV病毒治疗、妇科康复等领域具有创新性的产品方案，满足不断提升的医疗需求，为中国及全球的患者带来可信赖的创新药物和治疗产品。,台州安诺凯生物科技有限公司,台州市市府大道西段618号(浙江大学台州研究院3号楼216室),331001000004865,2016-11-18,王丽江,65万元人民币,91331001MA28GWCB9L,annuocare.com
智途北斗,湖北智途北斗空间信息技术有限公司,智途北斗是一家地理信息系统开发及应用服务提供商，主营业务模式为移动互联全空间信息技术和行业应用。其中，移动互联是指移动互联网与移动GIS平台；全空间信息技术则是指除了原有的GPS定位到北斗定位（及北斗短报文技术），从野外/室外定位延伸到室内及井隧道定位（导航定位与indoor GIS），从地面GIS到与航空遥感低空无人机数据服务结合。,湖北智途北斗空间信息技术有限公司,武汉市东湖新技术开发区光谷世界城三期F地块9号楼2层9248号,420100000694936,2016-10-14,何祥伟,1000万元人民币,91420100MA4KNTUG9L,www.sinogeoscience.com
壹天讯科技,深圳市壹天讯科技有限公司,壹天讯致力于为广大的彩民朋友搭建最专业、安全、快捷的网络代购、资讯平台。所销售彩种全部拥有彩票中心授权，并受彩票中心监管，彩民投注数据全部入彩票中心机房数据库，隶属于深圳市壹天讯科技有限公司。,深圳市壹天讯科技有限公司,深圳市南山区高新南一道002号飞亚达科技大厦18层西,440301104932583,2006-03-09,袁金南,6222.2222万元人民币,91440300785290529J,www.ecp888.com
黛薇尔,成都宏钧国际贸易有限公司,成都宏钧国际贸易有限公司旗下DAIVAL黛薇尔是国内资深的增发补发公司，本公司理念是我们要头发，要形象，更要健康，让您头发多起来，形象好起来。与美国USA HJInternationalinc 公司、广州发大夫发妆品有限公司联合推出智能绿色健康增发系统，增发、补发、织发、假发+生发、白发转黑，双重齐下，针对任何类型的脱发，男女性脂溢性脱发，地中海，M型，斑秃，都可以解决。,成都宏钧国际贸易有限公司,四川省成都市天府新区华阳街道华阳大道一段33号阳光华庭1栋1单元1层3号,510110000123239,2017-07-11,许红梅,500万人民币,91510100MA6DE9EW15,www.hairdvr.com
绝策科技,杭州绝策科技有限公司,绝策科技是一家从事企业车联网服务的中外合资科技公司，专注于利用连接（Connect）、移动（Mobile）和智能（Intelligence）来服务于客运公司，把传统的日常运营转变为数据驱动的分析、预测和决策，建立一个高效的客运经营模式。,杭州绝策科技有限公司,杭州市余杭区仓前街道文一西路1500号6幢4单元401-1室,330100400057318,2015-12-22,余珂,400万元人民币,91330100MA27WJL31D,www.solodream.com
欧立方,北京欧立方网络信息科技股份有限公司,欧立方是一家新三板公司服务提供商，为新三板挂牌企业及拟挂牌公司提供推荐辅导、市值管理、定增融资、股权质押、并购重组等全产业链的资本服务，是集互联网新媒体、互联网投行为一体的新三板资本运营服务平台。,北京欧立方网络信息科技股份有限公司,北京市朝阳区望京园603号楼9层1002,110105019883366,2015-09-14,程晓明,3600万元人民币,91110105358354436H,www.mystockbook.cn
直接送,直接送（厦门）信息技术有限公司,直接送生活服务站是为零售门店提供的具有全新“互联网+”特性的配套解决方案。我们为线下零售门店提供整体升级转型服务，将商店打造成能够全方位辐射周边社区的便民生活服务平台。,直接送（厦门）信息技术有限公司,中国(福建)自由贸易试验区厦门片区翔云一路95号运通中心605单元之三V1区,350299200052029,未知,赖宣任,200万元人民币,91350200MA346MK49Q,www.zhijiesong.com
九洲医院,云南九洲医院有限公司,云南九洲医院是一所云南省二级综合医院，医院成立于2002年，原名云南九洲泌尿生殖专科医院。医院规划面积30000平方米，现有 面积12000平方米，开设有泌尿外科、男性科、妇产科、不孕不育科四大特色专科以及内科、外科、皮肤科、中医科、麻醉科、影像科、检验科、病理科等专业科室等。,云南九洲医院有限公司,云南省昆明市白云路235号,530000100019390,2003-09-24,陈金国,3000万元人民币,915300007535658236,www.6066888.com
金丝猴,上海金丝猴食品股份有限公司,上海金丝猴食品股份有限公司是从事糖果、巧克力、豆腐干食品专业化生产的拟上市企业。,上海金丝猴食品股份有限公司,,310225000069970,1994-04-08,张剑峰,36000万元人民币,913100001324484721
神仙与妖怪,杭州瀚隆网络科技有限公司,杭州瀚隆网络科技有限公司是一家集客户端游戏自主研发与运营为一体的技术企业，拥有一支创新、高效的精英团队。公司坚持 以游戏研发与运营为突破点，紧抓当前游戏市场大洗牌的机遇，确保产品质量，打造精品页游，抢占游戏市场份额，目前已经推出数款页游，当前热推的页游《神仙与妖怪》更是不断创造佳绩。,杭州瀚隆网络科技有限公司,,330104000269172,2015-02-15,胡晓,111万元人民币,9133010432822370XN
澳洲房产大全,北京新澳家投资顾问有限公司,北京新澳家投资顾问有限公司是一家北京新澳家投资顾问有限公司。澳洲房产大全是公司运营的一个微信公众号。关于在澳洲买房置业，你能想到的所有问题都能在这里找到。每天一篇原创专业文章，深度解析澳洲房产市场，把握价值规律，避免投资雷区。,北京新澳家投资顾问有限公司,北京市朝阳区朝外大街乙6号4层05119,110105018231546,2014-11-28,吴湘钰,100万元人民币,911101053182132844
共享装,安徽共享装科技有限公司,共享装是一家互联网家装服务平台，整合装修公司、装修工人、设计师、建材商、家居商等群体，提供一站式装修服务，服务涉及共享装修、无人建材超市、建材商品库报价、全屋整装、品牌团购、招标竞价等内容。平台具备3DVR全景、3D云设计、VR一体系统、AR采购等技术，助力装企、工人、建材商，用科技赋能装修产业。提供共享装修、无人建材超市、全国建材商品库询价、全屋整装、品牌团购、推单营销、招标竞价、装修设计、装修论坛、主材包、辅材包、拼团砍价等装修服务。,安徽共享装科技有限公司,安徽省合肥市庐阳区洪河路26号梦成大厦5楼503室,,2018-07-16,张广荣,5000万元人民币,91340100MA2RWQL987,www.gxz8.cn
乾元投资,吉林市乾元投资管理有限公司,吉林乾元金票据有限公司简称乾元是吉林省专业承做政府、企业融资的第三方金融机构，乾元主要业务包括：为（政府、企业）设立融资计划、融资募集、承兑汇票质押借款、抵押贷款、投资理财等，线上票据理财（金票据）。乾元专门为个人投资者、企业和银行等各方提供专业化的理财资讯服务，我们不仅是一个互联网金融资讯信息发布服务平台，也是一个专门为个人投资者及机构客户提供包括银行理财、基金、信托、券商、保险等全方位各类型理财业务的线上线下金融服务交易平台。,吉林市乾元投资管理有限公司,吉林省吉林市船营区解放中路昌茂花园A号楼7号网点,220200000109997,2014-09-09,李泓男,3000万元人民币,91220201316613911F,www.qianyuancaifu.com
飞提,广州快立提科技有限公司,飞提智能终端是一家智能外卖柜研发商。是以最后100米的配送提供解决方案为切入点，旨在为中高端写字楼和校园、社区打造高效、便捷、安全的智能终端提取服务的创新型项目。符合国家食物安全标准的储存功能，微保温功能，屏幕和移动端取餐功能，监控功能，具有微信/支付宝投餐、取餐，早餐预定商城，移动支付等功能。,广州快立提科技有限公司,"""广州市越秀区华乐路53,57号二楼全层自编A16房""",,2018-08-02,周思博,100万元人民币,91440101MA5C3HWH2C,www.feitione.com
阳光游戏,深圳阳光新宇网络科技有限公司,深圳阳光新宇网络科技有限公司（简称“阳光游戏”）是一家以互联网多平台、多终端游戏研发和运营为核心业务的综合性互联网数字娱乐企业。公司由江苏阳光集团投资并由多位互联网游戏行业知名人士共同创办。雄厚的资金基础、富有创新游戏设计理念的研发团队，加之营销经验丰富的运营团队，充分保证了阳光游戏在日趋发展变化的中国互联网游戏行业持续创新，并且不断推出符合玩家需求的各种类型的游戏。,深圳阳光新宇网络科技有限公司,深圳市南山区科技南12路010号中电照明大厦南3楼,440301106782185,2012-12-24,冯健,1780万元人民币,9144030006029600XT,www.ygjoy.com
天一时代影视,西安天一时代影视传媒有限公司,天一时代影视传媒是一家专注影视制作的机构，致力于影视剧，网络剧，小视频的制作。目前公司已有多部网络剧正在线上推出，广受好评。,西安天一时代影视传媒有限公司,,610133100008288,2010-09-03,广翔宇,500万元人民币,9161013356145431X4
钧捷科技,钧捷科技（北京）有限公司,公司座落于北京市中关村科技园昌平园区的新元科技园，现有人员92人，是一支高水平的技术研发与生产团队，拥有国务院特殊津贴的专家和高级工程师15人，本科以上及高级技工人才占80%，汽车行业专业人才占比达到95%。公司专注于智能驾驶关键传感器及系统领域，已申报智能驾驶关键技术相关知识产权43项，保障了技术独特性和唯一性，发起并制定智能驾驶关键技术国家标准3项，凭借关键技术对传统产业赋能的商业模式，设立了控股子公司，并筹备江苏控股子公司及深圳分公司，实现高技术产品产业化。,钧捷科技（北京）有限公司,北京市昌平区沙河镇昌平路97号7幢306,110117020370494,2015-12-15,余勇,2150万元人民币,91110117MA002H1C9K,www.junjietech.com
国益汇通,北京国益汇通信息技术有限公司,国益资本，业务涵盖互联网金融和传统金融，包括第三方财富管理、点对点金融平台、基金管理、借款集客平台、互联网征信、融资租赁、不良资产处置、互联网金融项目孵化器等，围绕着金融业的前端和后端、线上和线下，形成了开放共享的互联网金融生态圈。旗下包括：钱吧（互联网金融综合服务平台）；开心财富（第三方财富管理机构）；开心贷（借款集客平台）；锦融泰富（基金管理公司）；资产之家（不良资产门户）；国益汇诚（征信平台）；力和捷信（不良资产处置平台）。,北京国益汇通信息技术有限公司,北京市海淀区西北旺东路10号院东区12号楼B座4层401室,110108018813866,2015-03-27,臧建民,2000万元人民币,91110108339684069K,www.liandongqiche.com
杜曼遥控模型,深圳市新进宝科技有限公司,深圳市新进宝科技有限公司是专业研发、制造模拟舵机、数码舵机、机器人舵机、无刷舵机、大扭力舵机、锁尾舵机、全金属壳舵机、帆船舵机以及控制系统、机器人的厂商。我们的舵机系列主要用于遥控飞机、直升机、遥控车、遥控船、机器人等方面，是遥控模型的核心驱动部件。,深圳市新进宝科技有限公司,深圳市宝安区福永街道福海大道福海工业区14号,440306111230830,2014-09-02,刘国伟,10万元人民币,914403003117341243
寻梦森林,小孔成像（武汉）文化传播有限公司,寻梦森林成立于2018年7月，致力于打造2—12岁亲子家庭的沉浸式亲子儿童剧。,小孔成像（武汉）文化传播有限公司,武昌区洪山路二号湖北科教大厦C座611室,,2018-07-17,周闰,100万,91420106MA4L07WY4Y
立新出行,深圳市立新出行信息技术有限公司,立新出行是一家汽车后市场服务提供商。立新出行，专注于一站式汽车后市场服务，致力成为汽车企业的深度合作伙伴。立新出行，利用自身深厚的互联网运营经验和平台资源，集合国内众多经销店资深业务专家经验精髓，推出一款基于微信平台构建，结合智能道闸衍生的“经销商经营管理系统”。,深圳市立新出行信息技术有限公司,深圳市宝安区新安街道海旺社区N23卓越时代广场A座海天路15-1号2801,440300201445198,2017-06-14,汪巍,1000万元人民币,91440300MA5EKEKU9G,www.lixinchuxing.com
VeriCloud,成都威云科技有限公司,VeriCloud是一家视觉云计算服务商，致力于打造视觉云计算的生态系统，包括视觉云的工作平台、GPU计算平台、视觉云的协同平台、GPU人工智能物业管理。旗下有四大产品板块：3D工作云、人工智能建筑、VR云、IRAY秒渲云。,成都威云科技有限公司,成都高新区天府大道北段1700号3栋1单元6层609号,510109000507203,2014-11-20,沈光志,1000万元人民币,915101003946258463,www.vericloud.cn
久远新方向,四川久远新方向智能科技有限公司,四川久远新方向智能科技有限公司成立于2004年8月，注册资本10058.8万元，专业从事轨道交通、智能系统、物联网、信息安全的研发、销售、集成和服务，通过了ISO9001、ISO14001、OHSAS18001、ISO20000、ISO27001和CMMI5体系认证，是国家认定的高新技术企业、软件企业、进出口企业、创新型企业和省、市、区重点扶持企业、工业企业纳税百强企业、优秀高新技术企业。建立了成都城市轨道交通智能信息系统工程技术研究中心和四川省企业技术中心。公司拥有一支包括教授、研究员、高级工程师、博士、,四川久远新方向智能科技有限公司,成都高新区拓新东街81号天府软件园C6栋,5107002895487,2004-08-02,向生建,10058.8万元人民币,91510100765061366Q,www.fornew.com.cn
小牛接招,北京红云榜网络技术有限公司,小牛接招是一个大学生在线视频招聘服务平台，基于大数据做更精准的匹配，推送跟企业要求相关度更高的人才，同时将可能更符合求职者意向的企业和职位推荐给学生，北京红云榜网络技术有限公司旗下产品。,北京红云榜网络技术有限公司,北京市海淀区阜成路73号A座7层712,110108023223047,2017-04-05,殷彤,1000万元人民币,91110108MA00D7YK75,www.hongyunbang.net
波涛装饰,沈阳波涛装饰工程有限公司,主要经营：室内外装饰装修工程、建筑工程设计、施工；建筑材料、装饰材料、卫浴洁具、陶瓷制品、五金交电、家用电器、家具销售。,沈阳波涛装饰工程有限公司,,210112000135429,2017-03-09,褚宪成,150万元人民币,91210112MA0TWPDD5J
德林荣泽,神木德林荣泽能源运营股份有限公司,神木德林荣泽能源运营股份有限公司的主营业务为煤炭贸易，即煤炭的批发和销售。公司在煤炭行业景气度下行、资源禀赋不具竞争力、规模扩张潜力不强的背景下积极转型，布局线上线下共同结合的煤炭行业“互联网+”，现已研发完成互联网煤炭交易平台软件“煤老板”并上线运行，为煤炭买卖方、运输方等行业上下游及相关方提供信息服务和增值服务。公司主要产品有煤炭产品、互联网煤炭交易平台服务。,神木德林荣泽能源运营股份有限公司,陕西省榆林市神木市神木镇兴神路,612722100042257,2012-07-09,白子荣,3000万元人民币,91610800598796380J
景春网,上海景春商务咨询有限公司,景春网创立于2007年6月18日，区别于中国现有的综合型旅行网站，景春专注于庞大旅游市场中的细分市场—跟团旅游。目标是为中国旅游消费者提供最安全、最休闲和最实惠的跟团旅游产品。,上海景春商务咨询有限公司,上海市闸北区恒通路360号C1808室,310108000492811,2011-03-29,刘传军,200万元人民币,91310108572656048N,www.9chun.com
索提斯,昆明索提斯体育用品有限公司,体育用品公司。昆明索提斯体育用品有限公司是云南地区羽毛球项目影响力最大的综合性体育公司。公司有两大主营品牌：张松涛羽球俱乐部、高原羽毛球系列产品。,昆明索提斯体育用品有限公司,,530112100045570,2009-06-19,张松涛,100万人民币,91530112690855320C,www.zstyq.com
摩打食堂,广州摩打餐饮管理有限公司,摩打食堂是一个从事外卖订餐的网站。网站致力于为客户提供优质的外卖服务。旗下的海鲜盖饭是摩打的招牌之一，其中主要有6~8种新鲜的海鲜。隶属于广州摩打餐饮管理有限公司。,广州摩打餐饮管理有限公司,"""广州市海珠区新港东路618号、620号,会展南一路1号、3号401房号自编F403""",440103000256606,2016-01-20,陈雅雯,1000万元人民币,91440103MA59BJDE3H,MOTAFOOD
尚安停车,上海尚安停车场管理有限公司,尚安停车业务覆盖停车场解决方案输出、停车场规划设计、停车场投资投建等领域。尚安停车致力为停车场业主或运营商提供专业优质的管理服务，提高物业本身的形象，为业主提供优厚的投资回报，专注于为停车场业主或运营商打造量身定制的品牌停车场。,上海尚安停车场管理有限公司,上海市黄浦区南苏州路381号411A05室,310101000439665,2011-01-21,张圣哲,1000万元人民币,913101015680936848,www.forwell-parking.com
YOUMU家居,北京嘉禾中软科技有限公司,YOUMU是一个居家互联网综合服务平台，平台可以为用户提供包括建筑师等家居设计专业人才、建材批发商、安装维修工和清洁服务等人才和服务，用户可以在平台上找到几乎所有和家居生活相关的服务和专业人士。,北京嘉禾中软科技有限公司,北京市朝阳区朝新嘉园东里一区8号楼（成了未来孵化器0403号）,110105022127025,2016-09-29,罗磊,500万元人民币,91110105MA008JXQ5U,www.youmujiaju.cn
专注于软件应用开发及信息化服务,江西君和软件技术有限公司,"""这是一个 数据服务,移动互联网 领域的项目。""",江西君和软件技术有限公司,,360106210041807,2015-05-19,张钊,1050万元人民币,9136010634323196X0
笛梵,广州笛梵尔生物科技有限公司,笛梵是一个秀发洗护产品生产商。,广州笛梵尔生物科技有限公司,广州市白云区云城西路888号3504房,440111000768136,2015-03-09,曹朝栋,500万元人民币,91440111331325299C,www.1958difo.com
晶博源,深圳市晶博源科技有限公司,是一家专业的芯片应用开发、代理技术服务公司。公司专注于DVB-S/T/T2/C，OTT机顶盒，智能电视一体机等市场领域，为客户提供全面的技术支持和方案。我们拥有稳定、丰富的产品线，包括Availink、SunplusIT/ImmeSemi、FCI、VIVA、TOSHIBA等多条国际知名产品线。,深圳市晶博源科技有限公司,深圳市南山区粤海街道高新区社区高新南四道025号高新工业村A栋401-A01,440301108170349,2013-10-23,童静,1000万元人民币,91440300081273907Y
