名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
新疆众和,新疆众和股份有限公司,"""新疆众和股份有限公司是全国最大的高纯铝和铝电解电容器用光箔生产企业之一、全球最大的高纯铝研发和生产企业之一,产品工艺技术和质量均达到世界先进水平.目前,公司已形成以""""高纯铝、电子铝箔、电极箔""""为主导产品的""""高纯铝-电子铝箔-电极箔""""产业链.其中高纯铝、电子铝箔产品在国内市场的份额处于领先地位.公司产品畅销国内并远销欧美、日本、韩国等国家和地区,广泛用于航空、航天、信息设备等领域。""",新疆众和股份有限公司,新疆乌鲁木齐市高新区喀什东路１８号,650000040000431,1996-02-13,孙健,86180.2034万元人民币,91650000228601291B,www.joinworld.com
卓越教育,广州市卓越里程教育科技有限公司,卓越教育是1997年10月经广州市教委社会力量管理办公室批准成立的专业中小学课外教育机构，是全国领先的，华南较大的中小学课外教育机构。 在市和各区教育局领导的指导下，中心不断学习和吸取国内外先进的办学经验，形成了一套适合自身发展的办学理念。,广州市卓越里程教育科技有限公司,广州市越秀区中山四路246号主楼4006-12房,440104000148171,2000-06-02,唐俊京,4744.2411万元人民币,914401047237539622,www.zy.com
金舟神创,北京金舟神创科技发展有限公司,北京金舟神创科技发展有限公司成立于2005年，是目前铁路建设试验信息化的绝对领导者。《铁路试验信息管理系统》于2005年通过铁道部科技司的专家评审，是唯一一家通过部级评审的软件企业。截止2012年年底，我们先后服务了郑西铁路客运专线、哈大铁路客运专线、京沈客运专线、大西客运专线、兰新客运专线、宁西二线、西成客专、渝黔客专等多条线路，为1000多家试验室提供了信息化服务，成为信息中心试验室数据接口规范的参与编制单位，也是《铁路工地试验室标准化管理实施意见》的参与编制单位。,北京金舟神创科技发展有限公司,北京市海淀区中关村大街11号10层1011A,110108009072770,2005-11-23,张辉,500万元人民币,91110108783245505X,www.kingrocket.com
FitTime睿健时代,无锡市睿健时代贸易有限公司,FitTime睿健时代是一家健身及减肥服务平台，队针对不同类型、不同需求的健身人群给出饮食和训练的建议和指导。,无锡市睿健时代贸易有限公司,无锡市新吴区菱湖大道111号无锡软件园天鹅座D栋20楼,320202000110504,2013-07-18,朱骁潇,500万元人民币,91320202072796327X,www.rjfittime.com
觉非科技,上海觉非网络科技有限公司,上海觉非网络科技于2014年注册成立，致力于尖端技术在行业的应用落地。 自2018 年起，公司重点投入自动驾驶领域相关的人工智能技术研发，主推自动驾驶的分阶段落地方案。 目前研发中心核心技术团队来自知名科技型技术公司，擅长大数据处理和AI算法应用；商务团队具备深厚行业背景，与产业上下游有良好合作关系。 产品介绍： 觉非网络科技核心模式为自动驾驶的V2X解决方案，当前阶段以现实世界高精度地图为核心，建立车辆对道路的认知体系。 通过高精度地图，觉非为自动驾驶车辆提供了高精度定位、环境感知和路线规划等核心能力，并可在部分传感器失效时提供基础感知保障。,上海觉非网络科技有限公司,上海漕河泾开发区松江高科技园莘砖公路668号202室-242,310117003127562,2014-05-19,张兴德,100万元人民币,913101173013890722
丹耀投资,上海丹耀投资管理有限公司,上海丹耀投资管理有限公司总部位于全球金融中心-----上海陆家嘴。丹耀是国内最早一批进入石油交易市场的服务商，经上海市商务委、上海市金融办批准城成立的交易中心，提供长江银、长江油、长江铜品种现货交易。,上海丹耀投资管理有限公司,上海市浦东新区金桥路1399号801室,310115002956020,2016-01-25,苏久强,1000万元人民币,91310115MA1H7E7D1H,www.shdytz.com.cn
葫芦保,重庆葫芦保科技有限公司,公司创立初期已实现盈利，已与平安、泰康、安盛天平、中美大都会、北大方正等多家保险公司建立长期合作关系。公司自主研发精准营销平台，为金融保险机构提供网络营销解决方案，累积服务用户超过300万，年收入超过500万。旗下葫芦保，汇聚500万保险代理人的力量，致力于打造高效便捷的保险代理人移动展业平台。,重庆葫芦保科技有限公司,重庆市渝北区黄山大道中段53号附2号麒麟C座11层70-73号,500905008685404,2016-04-26,彭罗,1000万元人民币,91500000MA5U5P4F7M,xin.baidu.com
几维移动,北京掌上云集科技发展有限公司,几维移动是全球领先的移动互联网推广分发服务商，历经数年发展，几维移动积累了强大的推广资源和覆盖全球的分发网络，并携同数十家合作伙伴为数千家客户提供全球优质的移动用户流量。目前的移动互联网百强厂商中，已经有超过半数选择了我们的服务，几维移动的使命是帮助优秀的App改变世界。除了强大的推广能力，还提供一系列增值服务，包括：产品发行、流量变现、安全防护和投融资服务，为移动开发者提供一站式解决方案。,北京掌上云集科技发展有限公司,北京市海淀区北四环西路9号2108-048,110108014793670,2012-04-06,曹翊,1000万元人民币,91110108593850413H,www.kiwitap.com
爱体育,苏州璞华爱体育管理有限公司,璞华爱体育是一家集产品研发，数据采集和分析为一体的体育数据管理运营公司，提供专业化和娱乐化产品及线上线下增值体育数据服务。致力于为体育赛事和广大体育参与者、爱好者打造一个体育服务和体育社交的专业平台。,苏州璞华爱体育管理有限公司,苏州工业园区集贤街88号1#楼的第8层810室,320594000475381,2015-10-15,管祥红,714.2857万元人民币,91320594MA1M9LTY80,www.itiyu.cn
蓓儿母婴,陕西悦康软件科技有限责任公司,蓓儿母婴是一个基于医院场景获取用户病症及相关信息，为用户提供以“精准匹配健康信息”为核心的专业健康服务产品。主要是为母婴用户提供在线挂号问诊、云档案建立等精准服务的公司。隶属于陕西悦康软件科技有限责任公司。,陕西悦康软件科技有限责任公司,西安市经济技术开发区凤城五路赛高国际街区3幢2单元2412号,610100100727792,2014-12-05,张军政,500万元人民币,916101003110505746,www.beierbaby.cn
exam,北京易格在姆信息技术有限公司,北京易格在姆信息技术有限公司，是一家新兴的专注于人才评价软件研发和运维服务综合信息技术服务企业。公司拥有核心的、专业的技术研发团队，致力于采用领先的信息和互联网技术，在人才评价领域提供快速、高效、安全的信息技术支持，灵活满足不同的用户需求，为用户提供完善的人才评价的信息化解决方案。,北京易格在姆信息技术有限公司,北京市东城区崇文门外大街3号10层1012,110101015988308,2013-06-09,李琴,1000万元人民币,91110101071742175J,www.miexam.com
中联创展,贵州中联创展信息技术股份有限公司,中联创展是一家新兴的科技公司。主要经营计算机系统集成服务及软件硬件开发、应用和销售；智能系统集成；信息网络工程；物联网技术开发和应用等服务。,贵州中联创展信息技术股份有限公司,,522301000296417,2012-11-16,朱恒卓,11100万元人民币,91522301057080865T
中棉种业,中棉种业科技股份有限公司,"""公司由我国棉花育种行业唯一的院士,中国棉花学会理事长、农业部棉花生产专家顾问组首席专家、十一五“863”主要农作物功能基因组学研究重大专项专家组副组长、国家农业创新体系棉花创新体系首席专家、“973”项目“棉花纤维功能基因组学研究与分子改良”首席科学家——喻树迅博士于2006年11月创建。中棉种业主业为棉花种子的育种及销售,致力于发展成为在转基因棉花产业核心技术(转基因育种及配套生产技术)领域处于国内领先,并在国际上有一定影响的研产贸一体化,经营多元化(原棉种子纵向一体化,小麦、玉米、农资、农化产品等相关多""",中棉种业科技股份有限公司,郑州高新技术产业开发区科学大道157号,410100100080525,2006-11-29,张西岭,7000万元人民币,91410100796756080B,www.cnzmzy.com
领头鸿雁,湖南领头鸿雁无人机有限责任公司,领头鸿雁是一家无人机教育、应用、销售与研发商。经中国民航局颁发经营许可证、中国AOPA协会（中国航空器拥有者及驾驶员协会）审定合格的专业无人机培训机构。主要开展无人机执照培训、青少年无人机教育，以及无人机植保、航拍、巡检等应用技术培训，并依托学院专业师资、设备，提供无人机植保、航拍、巡检、飞行测试、表演以及销售、维护等多种行业应用与服务。,湖南领头鸿雁无人机有限责任公司,湖南省长沙市天心区伊莱克斯大道18号远航企业广场C座403B号,,2018-10-25,夏祖润,200万元人民币,91430103MA4Q28QH5P,lthyuav.com
广发雷竹笋,广西钦州广发雷竹笋有限公司,广发雷竹笋是一家雷竹笋种植企业，以雷竹笋种植、收购、销售、初加工为主营业务，重要资产为生产性生物资产雷竹，种植于广西钦州市钦南区平银村，种植面积约300.92亩。,广西钦州广发雷竹笋有限公司,钦州市钦南区沙埠镇平艮村委员会龙西队119号,450700000157452,2016-12-09,李祥明,2200万元人民币,91450700MA5KMAWM59
爱定中国,深圳爱定创投有限公司,爱定中国，中国生态级综合定制平台。2014年起是由华印国际创意产业集团联合业界创意大咖和互联网资深人士，围绕C端消费者的衣食住行，整合中国不同领域的垂直定制电商或相应行业优质的代表企业，深度打造的一家生态级社群化专属定制服务平台，为消费者定制一个具有人文温度的优质生态圈。消费者通过移动APP，服务号或PC端即全方位定制生活所需，根据个人兴趣和审美，全面参与产品的功能和美学设计，真正开创以消费者为王的个性定制时代。,深圳爱定创投有限公司,深圳市龙华新区观澜街道库坑社区大富工业区1800112号厂房一3楼,440301113139052,2015-06-15,徐诗云,200万元人民币,91440300342747358P,www.aiding360.com
百强网,安徽强石科技有限公司,百强网成立于2015年11月18日，隶属于安徽强石科技有限公司，是互联网+高新科技孵化项目，在使用大数据技术，帮用户挑更放心的牌子，选更优惠的产品。百强网希望能像电影界的豆瓣网那样，不只让优质品牌脱颖而出，还能让垃圾品牌露出底裤。从项目刚开始就坚持以尽量中立、客观的态度，无偿为广大网友提供真实、准确的内容，坚持以最友好的方式为用户展示优秀品牌为目标，帮助广大网友更方便地挑选到各行各业的优质品牌和产品，尽享品质生活。,安徽强石科技有限公司,合肥市高新区红枫路7号富邻广场研发2#810-812室,340100001441881,2015-12-03,张健,1000万元,91340100MA2MR5BR27,www.qiang100.com
艾宾斯浩,沈阳捷足贤登教育咨询有限公司,艾宾浩斯是一家大脑记忆智能化教学机构，以“科技改变教育，让学习更简单”为使命，致力于中国教育新变革，开创“线上智能教学+线下个性化辅导”。以一对一人工智能，大数据分析及艾宾浩斯记忆原理等尖端科技为基础，以互联网为载体，打造智能化教学课程体系的辅导教学模式，有效激发了学生大脑的记忆与学习潜能。,沈阳捷足贤登教育咨询有限公司,辽宁省沈阳市皇姑区宁山中路106号(2211),,2018-10-26,郭文龙,500万元人民币,91210105MA0Y8UT67K,syadhs.cn
智户天下,成都智户天下科技有限公司,成都智户天下科技有限公司聚焦智慧生活，致力于创造智慧社区智慧生活。提供“产品＋平台 运营 服务”智慧社区一站式解决方案。成都智户天下科技有限公司作为蓬勃发展的年轻企业，位于成都高新区，专注智慧社区建设，不断地拓展智慧生活的广度和宽度。通过智能门禁、智能停车系统、楼宇对讲、智能监控、智能云健康、智能家居、家庭安防等创新科技产品和物业管理平台、社区O2O结合改变传统社区生活，创造一个安全、健康、快捷的智慧社区生活。,成都智户天下科技有限公司,中国（四川）自由贸易试验区成都高新区益州大道1999号15栋7楼701室710-712单元,510109001016982,2017-02-07,唐雯莉,100万元人民币,91510100MA62Q41L0W,www.zhihushequ.com
菜帮科技,菜帮（北京）科技有限公司,"""菜帮（北京）科技有限公司是一家专业的餐饮全品类食材配送S2B服务平台。致力于通过互联网整合、优化传统食材供应链。专业为机关单位,酒店,餐厅,学校,企业,医院等提供新鲜优质的蔬菜,水果,米面粮油,肉类,禽,蛋,水产,冻品,酒水饮料等，为餐饮企业提供全方位服务支持方案。""",菜帮（北京）科技有限公司,北京市顺义区天竺镇天竺家园17号17幢2层256室,110113023579572,2017-06-13,余海云,1033万元人民币,91110113MA00F6TL1C,www.caibangapp.com
奥特贝睿,北京奥特贝睿科技有限公司,奥特贝睿是一家无人驾驶技术研发商，专注于从事智能驾驶系统的研发与设计，为车企提供从自动驾驶软件到传感器、处理器等硬件在内的完整解决方案。目前正在规划开发车载的自动驾驶处理器，而像是激光雷达、毫米波雷达等传感器，也会向二级供应商来采购。通过与长城汽车等汽车生产厂商合作，将自主研发的无人驾驶系统应用于新能源汽车，使其可实现高级辅助驾驶、无人驾驶等功能。已与长城汽车确定了 L3 级自动驾驶量产方案——这也是国内首个确定量产的 L3 级别自动驾驶前装。,北京奥特贝睿科技有限公司,北京市房山区弘安路85号院2号楼4层425室,110111023508933,2017-05-23,李明喜,111.1111万元人民币,91110111MA00EQ4XXW,www.automobilebrain.cn
中科恒运,中科恒运股份有限公司,中科恒运软件科技股份有限公司，成立于2010年，是一家集政务软件、军事软件研发，以大数据应用和三维仿真为核心技术的高科技软件企业， 公司致力于为用户提供政务、大数据及军事等三大领域解决方案。形成民政软件、大数据、军事软件为主导的产品开发体系，  未来，公司将紧紧围绕政务系统、大数据技术、军事系统三大战略部署，以大数据应用和三维仿真为两大发展方向。,中科恒运股份有限公司,石家庄市新石北路368号物联网大厦北楼1001-1020室,130104000031448,2010-05-07,吴又奎,5009.4233万元人民币,91130100556055891Q,www.hengyunsoft.com
仁光科技,北京仁光科技有限公司,"""仁光科技是一家交互式大屏幕触控系统和智能化产品一站式解决方案提供商,产品广泛应用于军队、政府、公安、展览展示、教育、能源、企业等客户群体。""",北京仁光科技有限公司,北京市海淀区信息路22号B座2层02-A177室,110108011866468,2009-04-24,谭登峰,1167.6679万元人民币,911101086883645225,www.renguang.com.cn
上海池乐,上海池乐信息科技有限公司,上海池乐基于上下游融合平台，提供集成化的运营和技术服务，是一个融合出移动广告，内容分发，云计费一体的技术平台。致力于移动云支付系统，移动互联网广告平台以及定向内容分发平台的开发，隶属于上海池乐信息科技有限公司。,上海池乐信息科技有限公司,中国（上海）自由贸易试验区新金桥路201号902-908室,310115002351964,2014-06-18,华新江,4081.6327万元人民币,9131011530175448XF,www.ichile.com.cn
晋能科技,晋能清洁能源科技股份公司,晋能清洁能源科技有限公司（以下简称“晋能科技”）创立于2013年12月31日，隶属于晋能集团清洁能源业务板块，致力于成为全球领先的光伏制造企业和清洁能源提供商。公司成立后，晋能科技迅速形成了国际一流的生产力，产品远销世界各国，获得了海内外市场的高度认可。,晋能清洁能源科技股份公司,山西文水经济开发区1号,141121200016344,2013-12-31,白雷,175609.5648万元人民币,91141121087083303K,www.jinergy.com
江田环境科技,贵州江田环境科技有限公司,贵州江田环境科技有限公司是一家微生物产品研发商。,贵州江田环境科技有限公司,贵州省毕节市纳雍县开发区金钟东路,520525000190930,2014-05-06,姚旭炜,1000万元人民币,91520525099353948W
爱玩猫,重庆米家科技有限公司,爱玩猫是一个游戏玩家的陪玩平台。,重庆米家科技有限公司,,500103007636316,2014-12-26,谢松江,10万元人民币,91500103321776440G
易生新材,孝感市易生新材料有限公司,深圳光华伟业股份有限公司是一家以绿色为主题，致力于环境友好型材料的产业化，专门从事生物材料、绿色溶剂的研究开发、生产经营，是国家级高新技术企业，是国家战略性新兴产业新材料项目承担单位，公司于2016年4月5在新三板挂牌成功。公司总部位于深圳市南山区科技园，在湖北省孝感市建有环境友好型材料产业园，在广州、上海、天津、武汉、香港、美国洛杉矶和德国法兰克福设有分支机构。,孝感市易生新材料有限公司,孝感市孝南区经济开发区新华路,420902000002551,2008-11-19,杨义浒,2866万元人民币,91420902682652355D,www.brightcn.net
扑克投资家,上海耀璞信息技术有限公司,扑克投资家是一个实体产业和金融领域第一新媒体平台，专注于国际战略、经济形势、实体产业、人物等深层次内容，同时关注金融领域、企业相关的业务实操，服务于实体产业和金融领域的专业人群，专为变革者打造。以中国视角，全球视野的国际化定位，帮助中国企业积极走向海外， 帮助金融机构做出高效决策。,上海耀璞信息技术有限公司,上海市杨浦区民京路853号1幢3011室,310110000720208,2015-01-26,林辉,16.3402万元人民币,91310110324487011E,www.mindcherish.com
酷乐互娱,广东酷乐互娱科技股份有限公司,广东酷乐网络有限公司是一家专业从事涵盖互联网技术服务、泛娱乐文化及周边产品研发、游戏动漫设计制作等领域的新锐互联网公司。公司专注于互联网信息服务及移动互联网领域开发，目前公司旗下拥有自主研发和制作的产品。,广东酷乐互娱科技股份有限公司,东莞市松山湖高新技术产业开发区工业西路14号6号楼201室,441900000916798,2010-10-22,陈冏飚,1265万元人民币,91441900562628430X,www.cooole.com
朕芯,上海朕芯微电子科技有限公司,上海朕芯微电子科技有限公司成立于2014年，是中国大陆第一家专业的硅片减薄背面金属化代工厂（减薄背金），朕芯科技可以提供6inch、8inch和12inch的减薄、背面金属化、划片、测试等代工服务。以技术创新与质量优先为目标，创造多样性产品组合，为客户提供更具竞争力的全程服务。上海朕芯微电子科技有限公司采用专业超薄研磨技术、表面处理、电子束蒸发等工艺，实现半导体器件性能全面提升的目标。,上海朕芯微电子科技有限公司,上海市奉贤区青村镇钱桥路756号1363室,310120002272358,2014-01-21,屠士英,1000万元人民币,91310120090095743H,finechipsemi.com
搏力琦体育,重庆搏力琦体育文化发展有限公司,"""重庆搏力琦体育文化发展有限公司成立于2009年，目前公司已发展为专注体育赛事的专业体育公司,配套器材销售和运动培训服务。我公司目前已在重庆各地区承办过多次中大型体育赛事，包括半程马拉松、篮球、足球、羽毛球、网球、乒乓球、游泳等体育赛事。""",重庆搏力琦体育文化发展有限公司,重庆市渝中区中山三路161号第24层1号,500103000080845,2009-12-15,李波,561.1万元人民币,9150010369925066X2,www.boliqi.cc
聚房房,北京浩天实创投资管理有限公司,聚房房是一家专注于房产质押服务公司。,北京浩天实创投资管理有限公司,北京市朝阳区朝外大街26号21层B2506,110105014676025,2012-03-01,姜九龙,1000万元人民币,911101055906084963,www.jufangfang.cn
果然配,湖南果然配信息技术服务有限公司,湖南果然配信息技术发展有限公司总部位于长沙市高新区麓谷广场，是一家集水果采购、配送、店导服务于一身的B2B电子商务平台。果然配致力于以互联网技术深度整合水果产业链，为水果零售商提供“一站式”的水果供应解决方案，打造中国优质水果供应平台。,湖南果然配信息技术服务有限公司,长沙高新开发区麓龙路209号金荣誉峰翡翠花园H栋409房,430193000122397,2016-04-06,刘纯亮,1000万元人民币,91430100MA4L3L1C1C
云建筑网,浙江悠杭网络科技有限公司,宁波云建祝网络科技有限公司致力于打造为建筑企业、建筑业从业人员、建筑业服务商等提供商机分享、产品、服务交易、信息交流、公司展示、信息服务等的综合性服务平台，面向于中小型企业提供提升工作效率的云建筑OA系统。,浙江悠杭网络科技有限公司,宁波市海曙区机场路1000号2号楼256室,330203000229830,2015-02-26,温伟锋,5000万元人民币,913302033169031420,www.yunjianzhu.com
森霸股份,森霸传感科技股份有限公司,森霸股份是一家专注传感元件领域的实业品牌上市公司。主要经营生产热电堆红外温度传感器，火焰探测红外传感器，红外滤光片，红外传感器，光敏电阻，光敏传感器，线性光耦，菲涅尔透镜，人体红外感应模块等产品，产品销售覆盖玩具、照明、开关、家电、医疗、工业、安防等领域。,森霸传感科技股份有限公司,社旗县城关镇,411300400000795,2005-08-18,单森林,8000万元人民币,91410000776548858N,www.nysenba.com
振东制药,山西振东制药股份有限公司,"""山西振东制药股份有限公司是一家主要从事中药制剂、化药制剂的研发、生产和销售,以岩舒注射液为核心产品,致力于中药抗肿瘤系列用药的研发、生产和销售的高新技术企业.公司的主导产品为岩舒注射液,是癌症的辅助治疗药物.公司子公司泰盛制药主要生产销售心血管类、抗生素类、OTC 类化药;公司子公司开元制药主要生产传统剂型中成药.公司拥有三大生产基地,41 条生产线,11 大剂型,359 个品种,据公司通过国家药监局数据库检索,公司拥有的药品品种数量在全国排名第18 位.岩舒注射液2008年在全国中药抗肿瘤药销售排名中位居""",山西振东制药股份有限公司,,140421100000376,1995-11-15,李安平,103898.866万元人民币,91140400729655415C,www.zdjt.com
酷格校园生态,浙江乐酷文化发展有限公司,涵盖存包、租赁、WIFI、取样、打印的校园多功能共享体育平台。,浙江乐酷文化发展有限公司,,330803000059584,2017-05-04,何小玲,1250万元人民币,91330803MA28FX8B0B
凯禹储能,吉林省凯禹电化学储能技术发展有限公司,凯禹储能是一家电化学储备材料及设备服务商，致力于电化学储能材料和装置及其延伸产品的研究、开发、产品试制、系统集成、应用示范以及市场推广、产品销售和技术服务的高新技术企业。凯禹储能目前专注于先进铅酸电池（铅碳电池）的基础材料研究、核心技术开发、电池系统集成、应用研究与批量化生产等工作，将在光伏、风力发电、分布式储能、混合动力汽车以及备用电源等多领域实现应用示范与商业化推广。,吉林省凯禹电化学储能技术发展有限公司,,220107000036042,2015-05-04,李洪坤,1111.11万元人民币,912201013338251156,www.kyeest.com
秃鹫资产,北京秃鹫资产管理有限公司,北京秃鹫资产管理有限公司专注于银行和其他金融机构不良资产的投资与管理，着力为国内商业银行与机构客户提供优质的不良资产管理服务。管理团队在不良资产行业从业逾10年，拥有一大批中国最早处置不良资产的法律专家团队。,北京秃鹫资产管理有限公司,北京市朝阳区东三环中路18号院1号楼二层201号01室,110115010380025,2007-08-01,刘卫,2000万元人民币,911101056656379624,www.amc001.com
IO定制旅游,广州虫洞网络科技有限公司,广州虫洞网络科技有限公司成立于2012年4月，公司坐落于广州市海珠区中山大学科技园。慧旅网（www.gototw.com.cn）是隶属于广州虫洞网络科技有限公司的智能旅游电子商务平台，初期主打台湾自由行，为国内旅行社和台湾资源供应商搭建一个智能交易平台。,广州虫洞网络科技有限公司,广州市海珠区新港西路135号中大科技综合楼A座自编号811房（仅作办公用途）,440105000232095,2012-04-10,蹇伟,313.316万元人民币,9144010559371207XK
飞乐音响,上海飞乐音响股份有限公司,"""上海飞乐音响股份有限公司创立于1984年11月18日,是新中国第一家股份制上市公司.公司成立以来,伴随战略调整,产业结构不断优化,逐步由原以音响生产销售、IC卡、数字电视和电子部件等产业多元化,过渡到产业专业化,聚焦绿色照明,通过购并,做大做强,实现绿色照明产业超常规发展.目前公司以全资子公司上海亚明灯泡厂有限公司为平台,形成了光源、电器、灯具、零部件产品系列,产品被广泛用于上海世博园、外滩、北京天安门、八达岭长城等著名建筑、体育场馆等,并以技术雄厚、产品齐全、质量上乘、服务优质而享誉海内外市场.2009年""",上海飞乐音响股份有限公司,上海市嘉定区嘉新公路1001号第七幢,310000000003459,1989-06-09,黄金刚,98892.2311万元人民币,91310000132805038E,www.facs.com.cn
灯塔财经,灯塔财经信息有限公司,灯塔财经股票灯塔是一款专注股市大数据分析的智能炒股、证券投资APP，专注于证券市场的科技金融创新，通过人工智能和专业金融服务嫁接，打造新一代的智能股票投资应用，为用户提供智能、简单、专业的证券投资服务，为用户指引钱途。,灯塔财经信息有限公司,武汉市东西湖区台商投资区高桥产业园台中大道特1号（3）,420112000296140,2015-07-10,朱留锋,5760.3684万元人民币,91420112347312388X,www.wedengta.com
