名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
金硅科技,河南金硅科技股份有限公司,河南金硅科技股份有限公司创立于2006年，于2017年8月31日在全国中小企业股份转让系统新三板挂牌上市（股票简称：金硅科技，股票代码：872163）。立足大中原经济区核心位置——河南省郑州市。作为一家专业从事物联网、车联网技术研发、销售、服务为一体的国家高新技术企业和双软企业，专注于北斗定位技术、GIS、RFID、ADAS、无线通信技术、传感器技术、生物识别技术、云计算等物联网先进技术的研发和推广。产品涉及卫星导航定位终端产品研发与销售、位置与导航服务、卫星导航定位产业应用解决方案、行业信息化智能化技术研,河南金硅科技股份有限公司,河南省郑州市郑东新区创业路6号综合教研楼6层601号,410105000069444,2006-09-06,林长春,1090万元人民币,91410100793220029Y
牧标股份,山西牧标牛业股份有限公司,牧标股份是一家肉牛养殖加工商，集肉牛良种繁育、标准养殖、屠宰分割、肉品加工和复合营销于一体，采用“公司+合作社+家庭农场+终端渠道”的经营模式，旗下拥有“牧标”、“胡兰乡”的两大品牌，包括鲜冻牛肉、速冻深加工牛肉、熟食三大类多个系列二百余种产品,山西牧标牛业股份有限公司,,140000200001844,1997-01-06,梁冠英,6758万元人民币,91140000112374082X,www.mubiaoniurou.com
北控绿产,北控绿产（青海）新能源股份有限公司,北控绿产(青海)新能源股份有限公司主营业务为可再生能源光伏电站的投资、运维及电力销售业务。公司主要产品为电力。公司荣获了“青海省光伏电站运维标杆企业”、“中国安装工程优质奖”、“市级最佳建设单位”等多项荣誉称号。,北控绿产（青海）新能源股份有限公司,青海省格尔木市东出口光伏产业园区,630000410003770,2011-09-23,吴士峰,50000万元人民币,91630000579905262A
兰姆信息,湖南省兰姆信息科技有限公司,兰姆信息是一家信息传输技术及推广服务商，主要经营范围是信息传输技术的研发及技术推广；计算机技术开发、技术服务；计算机软件销售；信息技术咨询服务等。,湖南省兰姆信息科技有限公司,长沙高新开发区文轩路27号麓谷钰园C2栋508,,2018-10-25,夏鹏晔,200万元人民币,91430100MA4Q28LW64
富临精工,绵阳富临精工机械股份有限公司,"""绵阳富临精工机械股份有限公司专业从事汽车发动机精密零部件的研发、生产和销售.公司本着""""快速响应、精确控制""""的理念,采取""""紧随并前瞻性预测汽车发动机市场及技术变化趋势,围绕机电液偶件副核心技术扩展并深入研发,做强、做精、做深精密制造,立足于从自主品牌到合资品牌及国际知名品牌整车配套市场逐步开拓""""的策略,已成为国内具有较高影响力的主要汽车发动机精密零部件供应商之一.""",绵阳富临精工机械股份有限公司,绵阳市经开区板桥街268号,510703000006575,1997-11-10,曹勇,49730.575万元人民币,91510700708956104R,www.fulinpm.com
木头人,东莞市繁融实业投资有限公司,东莞繁融实业投资有限公司,东莞市繁融实业投资有限公司,东莞市厚街镇河田村厚街大道盈丰大厦10楼1002号,441900002013956,2014-06-17,张克利,1000万元人民币,914419003041945887,www.mtrp2p.com
中房股份,中房置业股份有限公司,"""中房置业股份有限公司是一家主要经营房地产的公司,其大股东中房集团是我国房地产行业的龙头企业之一.2003年、2004年公司被中央企业工委和团中央授予""""青年文明号""""称号,2004年被中国房地产开发集团评为文明单位和""""青年文明号""""称号,连续三年被北京市宣武区广外街道办事处授予""""突出贡献单位""""称号。""",中房置业股份有限公司,北京市海淀区苏州街18号院4号楼4212-3房间,110000006176682,1993-06-12,朱雷,57919.4925万元人民币,9111000024383849XF,www.credholding.com
懒猴洗衣,南京灵长目网络科技有限公司,懒猴洗衣是一家服务于大学生的共享洗衣平台。,南京灵长目网络科技有限公司,,320105000340108,2017-08-28,童楚格,1000万元人民币,91320105MA1Q5BTR5P,www.lanhouxiyi.com
英拓网络,广西英拓网络股份有限公司,广西英拓网络股份有限公司的主营业务是因特网数据中心业务和网络信息技术开发服务。主要产品或服务包括服务器托管、服务器租用、域名、网络技术服务、虚拟空间、商品销售。,广西英拓网络股份有限公司,南宁市振兴路８９号金业科技园实验楼Ａ３１０号房,450100200073016,2005-10-21,练志锋,2393.8733万元人民币,91450100779146221B,www.gxidc.com
思智泰克,北京思智泰克技术股份有限公司,北京思智泰克技术股份有限公司克是信息安全领域的软件开发商和服务商，专注于信息安全技术的研发、生产和销售。公司目前的主营业务包括信息安全软件、信息安全服务以及第三方安全硬件的销售。通过持续的技术创新与产品研发，公司已成为国内具有一定核心竞争力的信息安全产品供应商，主要服务于信息技术、节能、制造业等领域的企业级用户，向用户提供网络及终端安全产品及专业服务。公司专注于信息安全领域，致力于为信息技术、节能、制造业等领域的企业级用户提供具有核心竞争力的信息安全产品及专业服务。,北京思智泰克技术股份有限公司,北京市海淀区中关村东路66号2号楼2607,110108002157948,2006-12-27,刘昊宇,1498.2万元人民币,911101087975819727
匀腾游戏,杭州匀腾网络科技有限公司,杭州匀腾网络科技有限公司创立于2012年8月。专制于互联网游戏产业网页平台段和移动平台段创新产品的研发运营。 目前自主研发多款经典游戏，包括《三国智OL》，《三国杀纵横》，《魔幻双消》，《点点萌萌哒》等。,杭州匀腾网络科技有限公司,浙江省杭州市西湖区三墩镇石祥西路859号紫金启真大厦3号楼401-11室，杭州市西湖区三墩镇龙申综合发展中心2幢3A06室,330194000012661,2012-08-01,王萌,500万元人民币,91330106599575934W
未莱坞,北京未莱坞科技有限公司,未莱坞专注于将全球优秀的VR游戏资源带到中国大陆的用户手中，与全球多家虚拟现实游戏开发商有合作。其主要是以移动端重度游戏、PC端休闲游戏为主的思路来开发VR游戏。,北京未莱坞科技有限公司,,110105019701444,2015-08-17,修陶钧,22万元人民币,911101053530028610,vrwood.com
沱牌舍得,舍得酒业股份有限公司,"""沱牌舍得是一家酒类饮品生产销售公司，主要从事粮食收购,沱牌系列酒及纯净水生产、销售,危险货物运输(3类)、普通货运进出口业务,商品批发与零售;技术推广服务、商务服务业、专业技术服务业。四大主销品牌产品为:舍得、沱牌曲酒、沱牌特曲、陶醉。四川沱牌舍得酒业股份有限公司位于素有“观音故里，诗酒之乡”美称的四川省遂宁市射洪县沱牌镇，地处北纬30.9°——世界佳酿酒集中地带，是“中国名酒”企业和川酒“六朵金花”之一。公司是全国首批100户现代企业制度试点企业，其控股公司四川沱牌舍得酒业股份有限公司于1996年在上海证交所挂牌上市。现发展为占地6平方公里，年产能30万吨，高端陈年老酒贮量全国领先的优质白酒制造企业；形成了以酒业为支柱，覆盖包装、制药、商贸、物流等领域的集团企业。拥有玻瓶、制药、热电等子（分）公司20个，总资产超50亿元。""",舍得酒业股份有限公司,四川省射洪县沱牌镇沱牌大道999号,510000000049955,1996-11-09,李强,33730万元人民币,915100002063581985,www.tuopaishede.cn
红石生态,福建红石生态农业有限公司,福建红石生态农业有限公司是一家互联网+农业示范平台；分享农业互联网转型新动态；加速农业电商生态资源整合,福建红石生态农业有限公司,福建省漳州市平和县秀峰乡文田村大石角,350628100016941,2011-05-06,曾渊含,1000万元人民币,913506285729969238
瑞芯微电子,福州瑞芯微电子股份有限公司,瑞芯微电子是一家集成电路设计研发商，主要专注于数字影音和影像处理、移动智能终端、移动计算等系统级芯片的研究和开发，公司芯片的应用领域包括平板电脑、TV BOX、游戏盒子、IoT设备、车载智能终端、VR设备、无人机、智能手机、视频监控、运动相机等。  瑞芯微电子为 AI人工智能领域、智能音箱、手机拍摄协处理器、手机快充、平板电脑、电视机顶盒、ARM 处理器PC、嵌入式行业应用、VR、机器人、无人机、影像处理、车载导航、IoT物联网和多媒体音视频等多个领域提供专业芯片解决方案。至目前，已与ARM，Google、Intel、Microsoft等国际公司形成良好合作关系，并荣获十一届中国芯评选最高荣誉。瑞芯微电子在便携终端产品领域扮演着重要角色，已经成为中国移动互联芯片解决方案领先品牌。,福州瑞芯微电子股份有限公司,福州市鼓楼区软件大道89号18号楼,350100100022706,2001-11-25,励民,37028万元人民币,913501007335995323,www.rock-chips.com
感臻科技,深圳感臻科技有限公司,感臻科技是一家高新技术公司，专业从事网络数字设备、数字多媒体软件、硬件的技术开发。主要产品为数字电视接收设备、Android产品、数字卫星接收机、电视配件等，为全球家庭提供本地化的数字影音产品及相关互联网服务。,深圳感臻科技有限公司,深圳市南山区科丰路２号特发信息港大厦D栋三楼东侧一号,440301104043378,2009-05-31,尹继圣,1000万元人民币,91440300689437500B,www.sen5.com
敬业农业,甘肃敬业农业科技有限公司,敬业农业是一家向日葵产品深加工及销售服务公司，集优质杂交向日葵新品种选育、配套集成栽培技术示范推广、向日葵产品深加工、销售为一体，生产葵花油，打造著名商标。,甘肃敬业农业科技有限公司,,620600000000694,2003-05-30,魏明广,5018.4万元人民币,916206027509477461,www.joygs.com
闻曦信息科技,上海闻曦信息科技有限公司,闻曦信息科技是一个K12阶段数字教育服务商，专注于为教育局和学校提供K12阶段的数字教育的咨询与服务，为学校的提供信息化项目基础建设阶段的方案设计、设备配置、安装交付、维保方案与实施。,上海闻曦信息科技有限公司,上海市闵行区光华路598号2幢AA4019室,310112001317285,2013-10-31,王建,3000万元人民币,91310112082021437G,www.aischoolfw.com
鹫峰,北京鹫峰科技开发股份有限公司,鹫峰是一家特色农产品与食品开发加工商。,北京鹫峰科技开发股份有限公司,,110000005027538,1994-06-30,郑旭,13500万元人民币,911101161026135539
好融资,重庆京乔科技有限公司,“好融资”（www.hrz.com）隶属重庆京乔科技有限公司旗下，业务涵盖网络借贷、融资服务、投资服务、信息咨询等诸多领域。是专门从事互联网金融业务、为广大中小企业提供低成本、快捷融资的平台；也是为广大投资者精选资产、打造中国最棒理财产品的透明、安全、高效的互联网金融服务平台。,重庆京乔科技有限公司,重庆市南岸区江南大道29号2栋3层商场2号,500108001869816,2014-07-09,王永刚,1000万元人民币,915001083051629758,www.hrz.com
TGFC电玩俱乐部,上海汇木网络科技有限公司,TGFC电玩俱乐部是以主机游戏玩家为主的玩家论坛。经过发展，TGFC用户已经由原本单一的主机游戏玩家用户，转化为包括主机游戏玩家、网络游戏玩家、手机游戏玩家、摄影爱好者、汽车爱好者、电影爱好者于一体的综合论坛。2017年，TGFC将进行全面转型，由单一的主机游戏玩家论坛转型为转为20-35年龄段年轻人服务的集游戏+数码+电影为一体的综合社区与商城。,上海汇木网络科技有限公司,上海市宝山区月罗路559号Q-169室,310113000990603,2012-08-27,张俊琪,10万元人民币,91310113052982026T,club.tgfcer.com
群策CRM,武汉群策联动软件有限公司,武汉群策联动软件有限公司是一家为客户提供全方位客户关系管理解决方案的高新企业，多年来，公司一直立足于CRM产品的开发与研究，致力于帮助企业建立信息化的客户关系管理机制。,武汉群策联动软件有限公司,武昌区武珞路628号亚贸广场B座19楼3号,420106000341723,2014-04-18,王勇,100万元人民币,914201063033461994,www.groupthinkcrm.com
立登尔,南京立登尔医疗科技股份有限公司,南京立登尔医疗科技股份有限公司是一家专业从事口腔医疗服务的独立医疗机构。,南京立登尔医疗科技股份有限公司,南京市鼓楼区云南北路天星翠琅大厦1712室,320100000150213,2011-01-10,陈彤,1750万元人民币,91320100567216486F,www.leaderdental.com
程一DJ,贵州谊程电子科技有限公司,暂无信息,贵州谊程电子科技有限公司,,520203000245348,2015-10-16,程友谊,3000万人民币,91520203MA6DJ4H459
anneleven,北京凯伊莱文文化艺术有限公司,ANNELEVEN一个艺术跨界服装定制品牌，总部坐落于北京，是由北京TRYART艺术机构与美国 Cimpress公司合作打造的，集设计、生产、销售于一体的服装定制品牌。于2018年发售了多个术家联名服装系列。,北京凯伊莱文文化艺术有限公司,北京市朝阳区东坝乡东晓景产业园205号F区1530,110105024007442,2017-08-25,邓涛,100万元人民币,91110105MA00HF4W8B,www.anneleven.cn
几多表情,百纳（武汉）信息技术有限公司,海豚浏览器（英文名：dolphin-browser）是由百纳信息（MoboTap）公司于2010年推出的一款专为智能手机上网设计的手机浏览器。海豚浏览器基于WebKit内核，对各种PC网站以及手机网站都尽量给予PC端浏览般的支持，让用户在手机上网的同时，享受到和PC上一致的上网体验。拥有超过50种可扩展的插件以及个性化定制功能，为用户提供个性化浏览操作。,百纳（武汉）信息技术有限公司,武汉东湖开发区光谷大道77号金融港一期A2幢3楼,420100000199726,2010-07-05,刘铁锋,2000万元人民币,91420100555049860H,www.muses.fm
乐道互动,乐道互动（天津）科技有限公司,乐道互动科技有限公司是一家集研发、发行于一体的网络游戏公司，其前身为成立于2007年的百战工作室。乐道具有多款自主研发引擎技术，具备丰富经验的国内外研发及发行团队。秉持“快乐之道，乐享其道”的品牌文化，致力于向用户提供一流体验的游戏产品。,乐道互动（天津）科技有限公司,天津滨海高新区滨海科技园日新道188号1号楼1464号,120193000094185,2014-09-12,陈永明,22167.76万元人民币,91120116300423566L,www.ledo.com
长沙聚丰,长沙聚丰网络科技有限公司,长沙聚丰网络科技有限公司是一家大型的互联网企业，致力于提供安全高速的下载服务，丰富优质的资讯传播，致力于挖掘并满足每一位用户的极致需求。,长沙聚丰网络科技有限公司,,430111000094067,2010-06-10,陈遂仲,100万元人民币,91430111557610164U,www.ijufeng.cn
时代物业,广州市时代物业管理有限公司,广州市时代物业管理有限公司是隶属于广州市时代地产集团的物业管理公司，时代物业的经营范围：前期物业规划、安全维护、清洁保养、园林绿化养护、以及设备设施管理、设施设备维修保养、智慧楼宇、会所经营、房屋增值管理、社区居家服务、社区O2O以及智能社区建设等。,广州市时代物业管理有限公司,,440101000041373,1998-12-18,黎燕明,50000万元人民币,91440101712469501R,www.timesgroup.cn
正雅尊享,北京正雅皮具护理有限公司,正雅尊享是一家奢侈品养护服务商。专注于奢侈品牌手袋、箱包、皮衣、裘皮、鞋子等皮质或皮布制品的清洗、保养、修复、翻新，并针对高档消费客户群体提供私人定制服务。正雅认为，工匠技艺不只是技术，它更是对产品的挚爱，是执着、是不懈、更是责任。从收件、初检、预处理、修复、上色、质检，到包装和品管，全程无不遵从严格检视，力求将精益求精的质量和巧夺天工的技艺完美结合，让匠心弥散在每个细节，让精华倾尽在方寸之间。正雅秉承“敬业、精业和奉献” 的工匠精神， 积极引进欧洲国家的高端服务技术，利用进口设备和专业的环保材料，为广大奢侈品爱好者提供了清洗、保养、翻新等全方位护理服务，并建立起了一套成熟的服务质量监督保障体系。,北京正雅皮具护理有限公司,北京市朝阳区广渠路66号院12号楼1层104,110105022935026,2017-02-13,聂金萍,100万元人民币,91110105MA00BR2E8B,www.zhengyazx.com
浦江召楼艺术馆,上海卡孚商务咨询服务有限公司,浦江召楼艺术馆坐落于浦东召稼楼古镇景区小召稼楼路，复古建筑面积近3000㎡。共有上下两层独立艺术展厅，其中包含大展厅、子展厅以及大小功能展厅12个之多，还有传统江南园林式错落有致、明暗辉映的亲水廊亭品茗休憩功能区。艺术馆常年展示体现以召稼楼为代表的海派农耕民俗文化。,上海卡孚商务咨询服务有限公司,,310115002314660,2014-05-13,张正,500万元人民币,913101153016856647
极光物联,极光物联科技（深圳）有限公司,极光物联是一家新能源行业数据服务提供商，以新能源行业数据挖掘为工作重心，以智能硬件落地，依托云端和大数据技术平台，通过对能源数据的智能分析，致力于提高能源利用效率。,极光物联科技（深圳）有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440300201562942,2017-06-23,高明,500万元人民币,91440300MA5EL2GM0E
良士文化,苏州市良士文化发展有限公司,苏州市良士文化发展有限公司是一个品牌运营商，成立于1995年，先后在苏州、杭州、哈尔滨、青岛等长三角及华东重点城市进行多元化投资经营，是一家主要从事教育、房地产、有机农产品经营、旅游、商业等开发和运营、教育投资和运营、PE投资的大型综合性公司，公司净资产超过60亿，土地储备超过180万平方米。15年来以文化地产、商业地产、旅游地产为主题先后成功开发了苏州金相城湖滨公寓住宅项目、苏州新尚商业广场项目等，是一个集创意、规划、设计、运营一体化的跨地区的地产、商业、旅游开发公司；以社会效益、经济效益共同发展为目标，以实现企业价值大化为经营理念和企业文化根本。15年来公司成功投资经营了在校生超过7000人的江苏硅湖职业技术学院、在校生超过2000人的苏州国际外语学校和在校生超过1000人的青岛国基外语学校，为社会培养了3万多名合格的大中小学毕业生，为社会做出了应有的贡献，取得了较好的经济效益。,苏州市良士文化发展有限公司,苏州市相城区元和街道夏圩村新苏虞公路100号,320594000013990,1997-05-26,史宝凤,2050万元人民币,913205076082439833
启飞直升机,深圳启飞直升机科技有限公司,启飞直升机是一个通航载人、军用无人直升机整机与发动机生产厂商，主要产品是无人直升机、载人直升机、核心组件生产研发、飞行系统研发等，主打无人机及其组件的研发。,深圳启飞直升机科技有限公司,,440301116053722,2016-05-06,钟炜,5000万元人民币,91440300MA5DC6325W
久工实业,上海久工实业有限公司,上海久工实业有限公司成立于2003年1月，前身是成立于1999年11月的上海久工机电设备工程有限公司。中国按摩保健品器具行业十大品牌，全球按摩科技先创者。,上海久工实业有限公司,闵行区颛桥镇中沟路18号,3101121022707,2003-01-20,韩道虎,2000万元人民币,913101177465410068,www.jiugong.com.cn
蓝梵科技,广州蓝梵信息科技有限公司,蓝梵科技成立于2007年，是一家专业从事行业应用软件开发、IT咨询和运维服务的高新技术企业。我们以行业产品方案为核心，以软件开发为支撑，以专业运维服务为基础，致力于行业信息化的建设，已为来自政府、企业和教育领域的众多客户提供了系统的解决方案和服务。,广州蓝梵信息科技有限公司,广州市天河区建中路60号科迅大厦七楼712房,440106000233483,2007-08-22,吴育,1000万元人民币,914401066659159933,www.lanfangz.com
鹰集咖啡,上海东磨实业有限公司,　“鹰集咖啡”是精品咖啡连锁品牌，专注专业精品咖啡的制作和推广。致力于咖啡文化的传播和咖啡的品质，无论意式咖啡，还是精品咖啡领域，都严格按照国际标准出品。,上海东磨实业有限公司,上海市虹口区昆明路191号7幢319室,310109000643463,2013-12-16,张宇凡,471.55万元人民币,91310109086192348D,www.senginecoffee.com
盒豚快跑,成都月光保盒网络科技有限公司,盒豚快跑是一家环保快递盒及相关软件解决方案提供商，主要提供共享循环快递盒，通过投放自流转循环快递盒、环保箱、环保袋和环保胶带等产品，对接快递物流系统，进行快递盒数据匹配，以达到快递盒物流信息追踪，提高分拣效率，也可以为回收提供数据而进行合理布点，为快递员揽件、RFID快件信息识别、派件、路径规划、收发短信、签收等提供后台数据支持。,成都月光保盒网络科技有限公司,成都高新区二环南路三段18号附24号1楼,,2018-07-03,赵伟,100万人民币,91510100MA6CHUGK9N
永升嘉轩,新疆永升嘉轩食品股份有限公司,"""新疆永升嘉轩食品有限责任公司成立于2011年7月28日,位于克拉玛依市东郊路甲18-6号,隶属永升建设集团有限公司,厂区面积1500m2,厂房面积1200m2,现有员工130余人,主要经营《全国工业产品生产许可证》清真食品:糕点(烘烤类糕点、油炸类糕点、蒸煮类糕点)、月饼、肉制品(酱卤类肉制品)的生产与销售,市区设有10家直销店面。我单位从2001年至今,连续11年被市技术监督部门评为食品质量合格单位。于2008年在克拉玛依市食品行业率先通过了烘焙类糕点和酱卤类肉制品的食品质量安全QS认证(即全国工业产品生""",新疆永升嘉轩食品股份有限公司,新疆克拉玛依市东郊路甲18-6号,650200030003603,2011-07-22,周燕,1000万元人民币,91650200576245780F
DNSPod,烟台帝思普网络科技有限公司,DNSPod创始于2006年3月，是中国最大的DNS域名解析商和域名托管商，全球排名第四位。,烟台帝思普网络科技有限公司,山东省烟台市开发区长江路300号业达科技园,370635200013814,2009-10-16,曾佳欣,900万元人民币,91370600695429857C,www.dnspod.cn
游心信息,宁波游心信息科技发展有限公司,游心网总部设立于北京，是一家以精品旅行为基础的电子商务生活平台。旅行产品涵盖自由行、海外参团、酒店套餐、同行精品，私人定制，并以顶级旅行产品专家姿态，致力于为中国品质生活人群打造符合旅游趋势的轻奢旅行。唯有旅行与爱，不可辜负。游心旅行，偏执打造最牛的轻奢侈旅行生活互联网平台。,宁波游心信息科技发展有限公司,宁波高新区扬帆路999弄5号4-1-4,330215000075770,2014-03-19,张素亚,142.4188万元人民币,91330201093359548T
桑普新源,北京桑普新源技术有限公司,桑普新源是一家太阳能技术产品生产商。,北京桑普新源技术有限公司,,110229017217096,2014-05-15,姜维利,10000万元人民币,91110229099824041C
爱来课,深圳英尚文化科技有限公司,爱来课是一家艺术教育机构SaaS服务商，主要面向艺术教育培训机构提供营销运营的功能模块，如考勤管理、教务管理、财务管理、排课系统等，并可提供互动教学、视频课程、大师直播课、竞赛平台等教育增值服务。爱来课自创立以来即专注于一线城市的个性化教育，至今已经在全国已经发展了6个城市合作代理。作为一家互联网+艺术教育的企业级服务公司，爱来课提倡以内容驱动消费升级，专注服务于艺术教育机构，集结国内外优秀的艺术教育及中国传统文化资源，重点推出在线艺术教育、大师直播课、国内外演出交流、艺术游学深造等产品。爱来课平台除了平台高效连接教学机构与学习者，还提供同步学院数据、一键调课转班达成、自动生成账单以及移动互联技术支持等服务，解决机构传统纸质管理，成本高、效率低、质量低、风险大等问题。盈利方式上主要是通过平台saas系统收入、教学视频、直播大师课、系统功能等收费项进行盈利。,深圳英尚文化科技有限公司,深圳市南山区西丽街道茶光路一本电子商务大厦D座665室,440300202290011,2017-09-01,刘晖,113.6365万元人民币,91440300MA5EPWNX9P,www.ysilike.com.cn
武汉圣丰,武汉圣丰投资管理有限公司,武汉圣丰投资管理有限公司是从事互联网投资理财的服务机构。主要从事证券、阳光私募、信托资管、小额理财等金融业务。圣丰旨在通过互联网技术，随时随地为投资者提供理财产品和金融服务的搜索、对比、查找、咨询，以帮助投资者找到最合适的理财产品和理财服务。,武汉圣丰投资管理有限公司,"""武汉市江汉区中央商务区泛海国际SOHO城3,4,6栋6号楼单元23层1室B07号""",420103000285047,2015-01-28,佘崔,1000万元人民币,91420103303677895A,www.whsf.com
医评心声,医评心声（厦门）信息科技有限公司,医评心声是一个帮助用户找寻靠谱医生的移动医疗应用，主打看病挂号问医生用药第一步，提供匹配医生、在线咨询服务。,医评心声（厦门）信息科技有限公司,厦门市软件园二期望海路25号之一201,350203200470914,2014-07-28,郭艺强,500万元人民币,91350200302946977N,www.1ping.com
威达仕,广州威达仕厨房设备制造有限公司,威达仕是一家专注于厨房设备研发服务商，隶属于广州威达仕厨房设备制造有限公司。,广州威达仕厨房设备制造有限公司,广州市花都区花东镇北兴回龙片20号101,440121000114668,2012-05-31,程广怀,4687.5万元人民币,91440101596185551C
优洛洛,深圳市优洛洛文化科技有限公司,深圳市优洛洛文化科技有限公司主要从事移动互联网生活类服务，目前主要业务有VR、AR内容生产、手工生活空间项目、以及自媒体运营服务。,深圳市优洛洛文化科技有限公司,深圳市南山区西丽街道西龙井村东区43栋102室,440301111463643,2014-10-16,葛杨,100万元人民币,91440300319400030P,www.ulolo.cn
核芯监测,浙江核芯监测科技有限公司,核芯监测是一家核与辐射安全领域行业技术解决方案提供商，专注于核与辐射环境在线监测与和与辐射安全管理体系的软件和仪器设备产品开发等技术研发，以及核安全技术装备国产化、核电站环境安全系统研究，为核电站、省级辐射环境监测站提供全面核安全监管解决方案。,浙江核芯监测科技有限公司,杭州市滨江区伟业路1号9号楼6F,330108000062081,2010-09-09,周亮,1157.4074万元人民币,91330108560578572Q,www.hxjckj.com
