名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
通源石油,西安通源石油科技股份有限公司,"""西安通源石油科技股份有限公司是一家专注于油田增产技术的集研发、产品推广和作业服务为一体的油田增产服务的公司.公司依托自主研发的油气增产新兴技术,立足于油田服务领域,向油田客户提供复合射孔器销售、复合射孔作业服务、复合射孔专项技术服务、爆燃压裂作业服务及油田其他服务.公司自主研发的复合射孔技术和爆燃压裂技术具有更为明显的增产效果。""",西安通源石油科技股份有限公司,西安市高新区科技二路70号软件园唐乐阁D301室,610131100006139,1995-06-15,张国桉,45126.2159万元人民币,91610131294266794G,www.tongoiltools.com
蜻蜓FM,上海麦克风文化传媒有限公司,蜻蜓FM是传统广播与移动互联网相结合的新媒体声音聚合平台，提供全球在线新闻、音乐、经济、娱乐等3000多个电台频道，以及主播电台、有声读物、各类播客等点播内容。点播节目主播、有声书主播和直播主播共同构成了蜻蜓FM的PUGC生态链。网站收录了中国大陆、港澳台地区、海外地区等世界各地的广播电台，内容支持用户在线收听，也支持用户下载后收听。用户也可以与主播在微社区和直播专区实时互动。,上海麦克风文化传媒有限公司,上海市徐汇区番禺路1028号201-3室,310115000659163,2002-02-05,张强,13202.5808万元人民币,91310000736673259E,www.qingting.fm
永兴东润,永兴东润（中国）服饰有限公司,永兴东润（中国）服饰有限公司为美国HADDAD公司在大陆的合资子公司，由美国HADDAD公司、凤竹集团及香港永联织造厂集团有限公司共同注资成立。负责HADDAD旗下授权品牌NIKE KIDS、NIKE SB、CONVERSE、JORDAN、LEVI'S童装的中国区运营。公司将以“ROOKIE”为品牌承载，打造一个包容性与时尚性兼具的国际一线品牌童装一站式购物平台。,永兴东润（中国）服饰有限公司,厦门市集美区杏林湾498号1601、1602、1603、1604、1701、1702、1703、1704单元,350200400041189,2012-02-10,阮宝超,1202.2222万美元,91350200587859665F,www.rookie.cn
咖娃医整形,北京花仑科技有限公司,咖娃医整形是一个跨境医美整形服务平台，整合韩国、日本整形医师、护理人员等医疗资源，用户通过平台实现医美项目的选择、咨询、预约、支付、反馈等全流程操作，享受赴日/韩整形、效果预览、术后康复、患者交流等服务。,北京花仑科技有限公司,,,未知,张仕林,100万元人民币,91110108MA01BRCP2Q,www.japankalon.com
新元资产,中国新元资产管理公司,新元资产是一家资产委托管理公司。,中国新元资产管理公司,北京市西城区月坛北街25号,100000000038355,1991-11-06,石国智,138万元人民币,9111000071971117XF
妹家APP,河北妹家信息技术有限公司,“妹家”是妹家信息技术有限公司开发的一款线上与线下结合，预约美甲师上门和店内为用户提供服务的O2O类美业APP。妹家APP的主要特色是：线上与线下联动能力强。依托线上的“妹家App”和线下的“邦手”实体店，您既可以选择进店消费，也可以预约美甲师上门服务，打破了传统美甲店坐等顾客上门的局限。,河北妹家信息技术有限公司,石家庄高新区太行大街与307国道交叉口东北角商业办公楼,130100000557983,2014-10-23,辛长强,500万元人民币,911301013199591337,www.otomj.com
汇通阳光,西安汇通阳光科技集团股份有限公司,西安汇通阳光信息技术股份有限公司旗下运营“驱动中国”、“非常在线”、“阿里汽车”等网站，其中“驱动中国”于2005年在北京创办上线，已度过第一个10年，目前已发展成为国内知名的科技垂直新媒体网站。和全球众多世界500强厂商建立了良好的合作关系。在国家党建工作中，基于云平台的党建系统从中央到基层，西安汇通阳光信息技术股份有限公司创办了汇通智慧云党建平台，诠释“互联网+党建”。提升党建效率在内，系统平台还提供了更多基于工作实践的拓展项，从而不仅解决效率问题，并且帮助党建工作落实的更为全面和精准。,西安汇通阳光科技集团股份有限公司,西安市高新区科技二路77号西安光电园A座A309室,610131100161706,2014-09-28,苏杨,1500万,91610131311026902G
赛特世纪影业,北京赛特世纪影业有限公司,赛特世纪影业是一家电影及广播节目制作发行服务商，主要从事电影摄制、电影发行、广播电视节目制作、文艺创作等业务。,北京赛特世纪影业有限公司,北京市顺义区仁和镇林河北大街10号(科技创新功能区),110113024486108,2017-11-21,林可钦,10000万元人民币,91110113MA018YPC1W
洛阳恒生,洛阳恒生科技园有限公司,洛阳恒生科技园系杭州恒生鼎汇科技有限公司全资子公司，是由恒生电子、恒生科技园、鼎晖投资共同投资设立的股份制公司，注册资本4.3亿元人民币，注册地杭州。?,洛阳恒生科技园有限公司,洛阳经济开发区太康路东段369号9号楼,410393000001035,2011-05-25,范军,8000万元人民币,91410300576304146F,www.lyhskjy.com
海蚌网,武汉喻园先锋网络有限公司,海蚌网为海外留学生提供一站式生活服务， 提供从准备出国到学成归来整个海外留学过程中生活领域内全方位服务，包括房屋转租、二手物品交易、生活经验交流等全方位海外生活服务类信息。,武汉喻园先锋网络有限公司,武汉市东湖新技术开发区关山大道1号1.2期光谷企业公馆C2栋103室卡座区135号,420111000394323,2015-04-03,柴秉浩,100万元人民币,91420100333537981U,www.hibang.com
瑞济生物,江西瑞济生物工程技术股份有限公司,江西瑞济生物工程技术股份有限公司是一家专业从事再生医学材料及再生型医用修复医疗器械研发、生产及销售的高科技企业。多年以来，公司在自主创新的产品研发平台上，始终致力于开发可促进修复人类组织与器官的再生型医用修复医疗器械，通过不断探索研究，开创性的研制出以人体羊膜为原料的新一代瑞济生物羊膜医疗器械产品，广泛应用于眼科（眼表修复、泪道修复等）、骨科、耳鼻喉科、口腔科、脑外科（硬脑膜修复）、整形美容等领域。,江西瑞济生物工程技术股份有限公司,江西省南昌市高新开发区尤口路498号,360100119400486,2002-02-05,苗春云,4637.5万元人民币,91360100MA35F2CF3P,www.rjsw.com
创梦者教育,长沙市创梦者教育咨询有限公司,创梦者教育集团（简称CMZ），一直专注于素质教育综合体的打造和文化艺术进社区的推广，是一个多元化高端少儿教育品牌，自2007年成立伊始，近10年来在素质教育领域的耕耘，集团先后在长沙、益阳、湘潭等地建立了10多所校区，并与中航地产、中石化太一地产等大型央企展开战略合作，集中优势教育资源打造素质教育领域的合作发展平台，积极引进国际先进教育理念和课程体系，专注为2-18岁少儿提供一站式素质教育和关注个性成长培养的教育综合体，实现2-18教育无缝接轨。,长沙市创梦者教育咨询有限公司,湖南省长沙市岳麓区银盆岭街道火炬城M1-03栋5楼,430193000044921,2012-06-20,伍育强,12.5万元人民币,9143010459940086XL,www.cmzedu.cn
璀璨星空,北京璀璨星空文化发展有限公司,璀璨星空是一个专注于原创动画作品创作的公司，业务涵盖电影、电视剧、广告等领域，主要业务集中于动画片电视剧的制作。其主要作品有系列动画短片“中国唱诗班”以及核心动画作品《京剧猫》等。,北京璀璨星空文化发展有限公司,北京市海淀区泉宗路2号万柳光大家园1号楼805（住宅），北京市海淀区泉宗路2号万柳光大家园1号楼805(住宅),110108012498312,2009-12-18,杜刚阳,1278.7724万元人民币,91110108699640684T,www.dazzlingstar.cn
格锐达橡胶,青岛格锐达橡胶有限公司,格锐达橡胶是一家橡胶轮胎制造商，通过自主研发的制胶技术以及自建厂房设备，主要生产全钢载重子午线轮胎为主的轮胎，同时为各品牌的汽车生产制造商提供相关橡胶制品和配套服务。,青岛格锐达橡胶有限公司,青岛平度市明村镇田新路210号,370283230047255,2014-03-07,杨洵,43823.6991万元人民币,91370283092956762J
峰移金谷科技,深圳市峰移金谷科技有限公司,深圳市峰移金谷科技有限公司（POMCube）是一家集研发、销售于一体，专注研发高安全性并易于操作的家庭智能储能产品的公司，市场集中在美国，欧洲，澳洲等国家。新型产品不同于传统储能产品，实现安装简易使用便利。主要给家庭，特别是电车用户提供一个环保的储能系统，让用户在峰谷电价差的条件下有效的利用能源，节省电费。,深圳市峰移金谷科技有限公司,深圳市南山区西丽街道中山园1001号TCL国际e城F1栋9B,440301503508853,2015-07-27,Li.Chien Yu,500万人民币,91440300336427462B,www.pomcube.com
朗锐物联,深圳朗锐物联科技有限公司,深圳朗锐物联科技有限公司是朗锐科技集团旗下子公司，成立于2014年，是一家以物联网软件定制为主营业务的高科技企业。公司为客户定制研发的软件有“养殖物联网软件”，“环境管理物联网软件”，“智能楼宇物联网软件”，“智能工厂物联网软件”，“点餐物联网软件”等项目，这些系统已在相关行业内得到广泛应用，运行稳定可靠。,深圳朗锐物联科技有限公司,深圳市宝安区石岩街道洲石路梨园工业园B栋厂房三楼C1-2,440306111952302,2014-12-29,赵国松,300万元人民币,91440300326269413F,www.zgznh.com
咦·修哥,天津苏庄科技发展有限公司,咦·修哥隶属于苏庄科技发展有限公司，是一家专业提供家庭维修服务的O2O平台，公司致力于用真诚、用心、负责的态度为消费者提供可靠贴心的服务。我们向维修领域存在的价格陷阱，坑蒙拐骗、小病大修、没病找病、漫天要价等问题宣战！还用户一个透明的公平合理简单服务 ，让用户以更简单的方式找到可靠的维修师傅！,天津苏庄科技发展有限公司,天津滨海高新区华苑产业区（环外）海泰创新六路2号4-1-1102-1,120116000406269,2015-11-05,马惠生,833.33万元人民币,91120116MA06Q3985T,pc.xiuge360.com
风策科技,上海风策网络科技有限公司,风策网络是一个线上轮胎交易商城，风策科技专注于核心制造企业销售物流管控平台的咨询、建设和运营。,上海风策网络科技有限公司,上海市崇明区长兴镇江南大道1333弄1号楼260室(上海长兴海洋装备产业基地),,2018-10-24,李远飞,1050万元人民币,91310230MA1K1WXQ2L,www.wind56.com
坤泽教育,坤泽教育（深圳）有限公司,坤泽教育是一家通过众筹模式发展的专业教育咨询机构，业务涵盖积分入户、职业教育自学考试、成人高考、远程教育等学历系列的咨询一体化服务。,坤泽教育（深圳）有限公司,深圳市福田区华强北街道深南中路2008号华联大厦510室,440301116443830,2016-06-08,岳令辉,100万元人民币,91440300MA5DE8XJ1J,www.kunzedu.com
探知乐途,探知乐途研学咨询服务（武汉）有限公司,探知乐途是一个青少年营地教育、研学旅行平台。专注于为青少年儿童提供研学旅行、户外拓展、亲子游、冬夏令营等产品。秉承“忠诚博雅、朴实刚毅”的华师精神，秉持“回归自然、深究人文”的文化理念，致力于“研学创新、服务社会”的核心竞争力打造，为青少年儿童及社会提供优质的自然教育等研学课程服务。,探知乐途研学咨询服务（武汉）有限公司,武汉市汉阳区二桥头国信新城天合广场(北大资源首座)1栋32层1室,,2018-11-26,张华,1000万元人民币,91420105MA4K2CAXXP,tanzhiletu.com
普洱茶交易中心,云南普洱茶交易中心股份有限公司,普洱茶交易中心立足云南，服务于全国茶类产业集群，促进茶类产业整合、升级，旨在打造中国最大的茶类交易平台、投融资平台和定价中心。,云南普洱茶交易中心股份有限公司,,530800000001111,2014-12-18,姚晓鹏,5000万元人民币,91530800325227860T,www.sbsy.com.cn
真实幻境,北京宜佳邦科技有限公司,京真实幻境文化科技有限公司成立于2016年，是一家专业从事VR内容和技术领域的互联网公司，自15年开始投身虚拟现实领域研究，目标是打造用户体验好的VR内容生态平台。,北京宜佳邦科技有限公司,北京市丰台区汽车博物馆东路6号3号楼1单元11层1101-T89(园区),110106021658680,2016-07-18,宋小平,20万元人民币,91110106MA0070LC77
重构科技,深圳市重构网络科技有限公司,深圳市重构网络科技有限公司成立于2016年11月份。我们的团队成员来自腾讯，华为，广东本草药业等互联网以及传统药品流通领域各方面人士。团队成员致力于让每个药店服务好用户为初衷，解决每一个用户和药店的痛点。我们希望通过优化医药产业链条的每个节点，更好的服务整个大家康产业。我们打磨的药帮帮saas平台，通过解决药店和用户的单向链接来更好的服务用户，让每个药店更好的转型为服务体系，更好的利用好平台实现药店的服务价值。通过平台更好的解决药店的上下游连接。,深圳市重构网络科技有限公司,深圳市罗湖区清水河街道泥岗东路旭飞华天苑A座1303,440301117901571,2016-11-02,葛磊,100万元人民币,91440300MA5DNGFH1R,www.rebuild-life.com
飓风互娱,深圳飓风互娱科技有限公司,飓风互娱是一家网络游戏开发商，公司主要是面向网络游戏爱好者，开发各类不同的网络游戏，公司致力于提升网游爱好者的游戏体验，为网络游戏爱好者开发更多、更优质的网络游戏，隶属于深圳飓风互娱科技有限公司。,深圳飓风互娱科技有限公司,深圳市南山区桂庙路北向南瑞峰花园1栋318-B,,2015-04-01,何忠育,105.2632万元人民币,91110108339682418K
胖虎网,胖虎（北京）科技有限公司,胖虎网是一个闲置二手奢侈品交易平台，主营业务包括二手奢侈品交易和奢侈品护理保养，并为二手奢侈品卖家和消费者提供查询、评估、鉴定、回收、寄售等服务，其线下体验店还提供奢侈品鉴定、以沙龙为形式的兴趣社交等业务。,胖虎（北京）科技有限公司,北京市海淀区西小口路66号中关村东升科技园B-2楼D101A-128室,110108019342175,2015-06-19,马成,458.7823万元人民币,91110108348330086W,www.52panghu.com
时间工坊,杭州如何美容有限公司,时间工坊是一家专注于面部光学美容和皮肤管理的美容O2O平台，面向80-90后时尚消费群体，采用快速护理45-75分钟左右的护理流程，实施新用户免费体验，对会员实施“1+1”双免费的模式。,杭州如何美容有限公司,杭州市西湖区西溪街道世贸丽晶城欧美中心1号楼（D区）1005室,330106000446682,2015-10-09,徐秋英,50万元人民币,91330106MA27W0XX10,www.timeworks.cc
范琦珠宝,武汉范琦珠宝饰品有限公司,范琦珠宝创立于是一家专门从事珠宝饰品研发设计、品牌运营与渠道管理的专业型公司。对于未来的发展和成长，范琦珠宝始终致力于产品研发和创新价值，成为国内年轻代珠宝饰品行业的标杆企业。,武汉范琦珠宝饰品有限公司,武汉市东湖新技术开发区汤逊湖北路560号保利十二橡树庄园西8-23栋,420111000218133,2011-12-20,吴锟钰,200万元人民币,91420111587960376Y,www.fanci.hk
一道乐,苏州早起鸟网络科技有限公司,一道乐是一家社交旅游服务网站，帮助那些想去目的地城市探索的人们，可以通过网站或手机发布、发现和预订独特的活动及旅行体验，苏州早起鸟网络科技有限公司旗下网站。,苏州早起鸟网络科技有限公司,苏州高新区竹园路209号,320512000176938,2012-10-08,曾静,250万元人民币,91320505055164651K,www.edaole.com
熙康云医院,齐齐哈尔熙康云医院管理服务有限责任公司,熙康云医院专注社区、家庭和细分人群的健康医疗服务需求，致力于构造连接健康医疗大数据的健康管理、医疗、康复、养老服务平台；通过自有可穿戴产品平台以及第三方生态产品进行采集获取个人健康与生活方式信息，让家庭和个人拥有全周期健康档案，同时，熙康云医院提供包括健康顾问、医学顾问、执业护士等家庭医生团队服务，从健康评估、健康管理方案、健康监测与督导、以及健康教育、健康干预，到远程医疗、上门照护等的全周期标准化、专业化的服务。旨在通过卓越平台与优质服务，熙心?守护您的健康和幸福。,齐齐哈尔熙康云医院管理服务有限责任公司,,230200100111596,2017-04-19,宗文红,2000万元人民币,91230200MA19CCCJ78
星睿文化,深圳星睿文化传媒有限公司,星睿文化是一个泛文化视频制作平台。深圳星睿文化传媒有限公司成立于2015年，是一家聚集了前凤凰卫视各路精英和最优秀的专业制作人的传媒公司；专注于打造精品泛文化视频，以及优质知识付费视频；在多个热门视频门户平台，以及中央电视台等强势媒体上策划、出品了极具影响力的节目。星睿文化隶属于深圳星睿文化传媒有限公司。目前已经完成A轮融资。,深圳星睿文化传媒有限公司,深圳市福田区莲花街道红荔西路第一世界广场塔楼A座20B,440301112709075,2015-04-28,令狐列,344.830000万人民币,91440300335268746H,www.starelite.top
