名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
村集,村集（上海）网络科技有限公司,村集是一家基于农村社群的新零售平台，致力于打造农村消费市场S2B2C体系建设，通过农村社群平台、自有分销体系，打造无店铺业态，让农村的消费者实现与各大厂商直连，剔除中间环节，以物美价廉的正品直供理念，服务广大农村用户，建设起一条直通农村社群的新零售渠道。,村集（上海）网络科技有限公司,中国（上海）自由贸易试验区东方路873弄51号301室,310141000409346,2017-07-05,王显森,500万元人民币,91310115MA1K3RXY52,www.cjcunji.com
找银网,福建找银网电子商务有限公司,找银网是针对银饰、珠宝行业的B2B批发采购平台，同时提供配套电商服务。找银网平台主要服务对象为从事银饰行业经营的厂家、批发商、经销商等，从上游银板原材采购、成品采购、珠宝包装配套等银饰行业一站式采购及交易平台，借助互联网强大的分销能力形成的集中订单流，对于入驻平台的卖家免服务费、免交易佣金，为商户提供低成本低风险的电子商务经营方式并为入驻企业提供产品摄影、平面制作、营销策划、金融贷款、电商代运营等一站式电子商务解决方案。,福建找银网电子商务有限公司,福建省莆田市秀屿区东峤镇上塘珠宝城银锋珠宝大楼2层,350300100076683,2015-05-20,林碧烟,2000万元人民币,91350300337596516D,www.zhaoyin.com.cn
盖娅家居,上海南芮儿文化传播有限公司,盖娅风景是来自美国的国际家居时尚品牌。Gaia以餐桌上的产品为核心，打造关于餐厅，厨房与客厅的内外兼修，精致而舒适的生活方式。,上海南芮儿文化传播有限公司,上海市嘉定区南翔镇银翔路515号2218室,310114002909227,2015-05-19,王恒宝,749.3556万元人民币,913101143423948120,www.gaiagroupchina.com
简历黑客,北京楠不是数科技有限公司,简历黑客是求职咨询服务平台，平台帮助每一个希望获得职场更高起点的人解答求职道路上的疑问，并且提供辅导意见，致力于通过机器学习为大学生提供简历指导和求职建议，隶属于北京楠不是数科技有限公司。,北京楠不是数科技有限公司,北京市海淀区地锦路7号院14号楼四层401（D-202），北京市海淀区东北旺西路8号院4号楼421-13号,110108023071357,2017-03-09,张艾雪,100万元人民币,91110108MA00CF572D,www.jianliheike.cn
万和证券,万和证券股份有限公司,万和证券股份有限公司成立于2002年1月18日，是经中国证监会批准，由原深圳市深财证券业务部、成都财盛证券公司和海口财政证券公司三家财政国债中介机构重组设立的证券公司。公司在海南、四川、广东、福建、上海、河南等地共设有43家分支机构，拥有员工884人。公司是拥有证券经纪、证券投资基金销售、证券承销与保荐、证券自营、证券投资咨询、证券资产管理、融资融券、代销金融产品、银行同业拆借、财务顾问、新三板主办券商、新三板经纪商、新三板做市商等各类业务资格的综合类券商。,万和证券股份有限公司,海口市南沙路４９号通信广场二楼,460000000091050,2002-01-18,王宜四,227299.771万元人民币,91460000730071003K,www.wanhesec.com
史克浪体育,北京史克浪国际体育投资有限公司,泥泞跑是由北京史克浪国际体育文化有限公司组织主办的户外障碍类越野跑比赛，以泥泞、障碍为比赛特点，打造极限户外体验，集合趣味性与挑战性，创国内泛极限运动新高度。,北京史克浪国际体育投资有限公司,北京市朝阳区朝外大街乙6号2层0266,110105020370282,2015-12-11,黄斯沉,134万元人民币,91110105MA002H0M4B,www.mudrun.cn
鲨鱼公园,北京鲨鱼公园教育科技有限公司,鲨鱼公园SHARKPARK是一个面向儿童的卡通及教育品牌，专业针对3-12岁儿童，提供动手科学产品及趣味性的课程学习，课程覆盖物理、化学、技术、工程、数学、艺术、生物、天文等领域。北京鲨鱼公园教育科技有限公司旗下业务。,北京鲨鱼公园教育科技有限公司,北京市海淀区知春路7号致真大厦D座4层D4048,110108017296817,2014-05-28,张永琪,100万元人民币,9111010839703999XM,www.sharkpark.cn
驰声科技,苏州驰声信息科技有限公司,驰声科技是一家专注于教育领域的语音技术服务商，拥有自主知识产权的发音评测、有限分支语音识别、表达能力评估等语音技术。评测技术支持中英文的字、词、句、段落发音评分，以及看图说话、故事复述等题型，实现多维度跨平台自动化机器评分。目前，驰声语音评测技术已服务了新东方、学而思、外研社、沪江英语、一起作业网、51talk、读书郎、蓝鸽、广西高考等教育企业和机构。,苏州驰声信息科技有限公司,苏州工业园区星湖街328号创意产业园9-902单元,320594000316858,2014-05-21,郑辉,1500万元人民币,91320594302141888L,www.chivox.com
圣氏化学,内蒙古圣氏化学股份有限公司,"""内蒙古圣氏化学股份有限公司主营业务为高纯度氨基甘 油(化学名3-氨基-1,2-丙二醇)的生产与销售。公司从技术发源而来，立足于提供优质的精细化学产品，医药生产性命攸关，作为上游供应商，满足客户要求，从设备、分析和人员组织等各方面都围绕质量为先的宗旨确保产品的质量稳定。内蒙古圣氏化学有限公司拥有优秀的技术人才队伍和后盾，成熟的市场渠道，具有竞争性的成本优势。""",内蒙古圣氏化学股份有限公司,内蒙古自治区阿拉善盟阿拉善经济开发区乌斯太镇,152900000014724,2007-01-24,戴志刚,3800万元人民币,911529007971718506,www.saintchem.com
嘉尚传媒,浙江德天嘉尚文化传媒有限公司,德天嘉尚是一家红人孵化服务提供商，该公司旗下拥有艺人经纪、内容制作等多个业务板块，并且完善了新人发掘到内容孵化、营销推广的全套流程，公司会通过内容制作在各个社交平台为旗下红人引流，已孵化的红人包括赵英博、陈鹤一等。,浙江德天嘉尚文化传媒有限公司,,330181000708583,2017-06-01,王承瑞,1000万元人民币,91330109MA28TF787T
盛策同辉,昆明盛策同辉数字科技有限责任公司,盛策同辉是一家基于虚拟现实技术的多行业解决方案提供商，公司专注于虚拟现实多形态、多场景内容生成，专注于计算机图形学、多媒体交互技术、创意设计、数据分析等，涵盖调研策划、创意实施、营销推广到数据反馈等。,昆明盛策同辉数字科技有限责任公司,云南省昆明市五华区学府路690号金鼎科技园十八号平台办公楼B座510室,530103100070356,2004-06-15,杨璐,500万元人民币,91530102760449273M,www.smax.com.cn
房王,合富辉煌（中国）房地产顾问有限公司,合富辉煌集团创立于九十年代初，是中国大陆最早从事房地产顾问,合富辉煌（中国）房地产顾问有限公司,,440101400077188,2001-07-31,扶伟聪,10930.4813万元人民币,9144010172993932XA,anhui.hopefluent.cn
合建卡特,合建卡特工业股份有限公司,"""公司创立于2005年,主要从事桥梁、冶金、电力、石化、船舶、重型装备制造及建筑业领域所需超高压产品系列、高新技术装备的研发制造。经过多年的市场磨砺,依托德国精湛的制造工艺和卡特人从不间断地探索研发,为国内外工业领域提供了一系列高品质的超高压液压产品、机电液一体化液压成套控制设备和整体工程解决方案。""",合建卡特工业股份有限公司,武汉市青山区三十街坊（冶金大道6号）,420107000076738,2005-10-21,施向华,6744.7964万元人民币,914201077781946510,www.kattor.com
上海药明生物,上海药明生物技术有限公司,上海药明生物技术有限公司是上海药明康德新药开发有限公司的全资子公司，是全球领先的制药、生物技术以及医疗器械研发开放式能力和技术平台公司，本公司主要从事生物制药行业的外包服务，从生物新药发现，生物偶联药发现，细胞株开发，细胞培养，蛋白纯化，蛋白分析到最后的制剂，所有环节全都涉及，是国内生物制药业的领军企业。,上海药明生物技术有限公司,中国（上海）自由贸易试验区富特中路299号2幢301部位A部位,310141000123498,2015-01-06,GE LI(李革),13000万元人民币,91310115324326795T,www.wuxibiologics.com.cn
趣动网络,上海趣动网络科技有限公司,上海趣动网络科技有限公司是一家专注于移动互联网健身领域的创业公司，公司成立以来汇聚了各方人才：红酒客、网易、腾讯、百度外卖等多家知名企业，团队结构完整，相信可以带给客户完美的体验。趣动健身开启了健身行业的O2O模式，通过整合众多健身品牌及健身房资源为顾客更好的提供了健身服务，解决了上班与在家不能兼顾同一地方健身，被一家健身房锁死等问题，让您可以“一卡在手，健身随走”。趣动健身已开设多个城市，并在未来会开设更多的城市业务。同时趣动也更关注用户的健身体验，健身房的专业度等从体验与价格方面更切身实际的为客户着想。,上海趣动网络科技有限公司,上海市嘉定工业区汇源路55号6幢3层A区3051室,310114002933568,2015-07-06,戴灵,500万元人民币,91310114342346562U,fitcess.cn
睿仟医疗,苏州睿仟医疗科技有限公司,睿仟医疗是一家专注于数字病理以及AI病理诊断技术的公司，开发新一代高速、高清、3D的宫颈脱落细胞扫描系统和基于卷积神经网络的AI辅助系统，为宫颈癌筛查市场提供完整的智慧病理解决方案，推动中国宫颈癌早期筛查技术的创新和发展。,苏州睿仟医疗科技有限公司,苏州高新区锦峰路8号2号楼411-1室,320512000345379,2017-07-31,张旭,788.3752万元人民币,91320505MA1Q0N7R0R
新吉奥,浙江新吉奥控股集团有限公司,浙江新吉奥控股集团有限公司是一家集房车智造、新能源汽车智造和融资租赁三大板块于一体的公司。新吉奥集团在互联网+汽车领域主动探索，研发并运营共享房车、新能源物流车互联网平台，已成为国内造车企业进军互联网的先锋。,浙江新吉奥控股集团有限公司,萧山区经济技术开发区市心北路99号1212室,330181000155408,2009-11-06,缪雪中,7000万元人民币,913301096970529420,www.daideauto.com
群蜂网络,四川群蜂网络科技股份有限公司,四川群蜂网络科技股份有限公司，是一家致力于商用WIFI大数据运营平台的移动互联网公司，所研发的商用智能路由器是基于芯片底层SDK所研发的智能路由OS，通过群蜂自主研发的cache技术实现用户毫秒级认证速度、硬件全线采用国际顶尖路由芯片；业务结合云端开放API和路由器底层开放SDK同应用类合作产品融合；以服务本地生活商户为主导，为商户进行精准用户引流（如支付宝wifipay）、运营数据支撑、精细化CRM管理（如顾客宝）服务，从而实现为本地生活类商户进行多元化的新型O2O客户引流。,四川群蜂网络科技股份有限公司,成都高新区天府大道北段1700号4栋1单元19层1908号、1909号,510109000609008,2015-07-06,纪超华,1050万元人民币,91510100343113023N,www.bingbee.com
中普微电子,无锡中普微电子有限公司,公司从事射频IC设计、研发及销售，产品涵盖GSM、W-CDMA、TD-SCDMA、CDMA2000以及快速演变的TD-LTE，提供2G/3G/4G全面的射频前端解决方案。目前公司产品以其高性价比的优势在市场上备受欢迎，得到众多客户包括品牌商的肯定。CUCT的的前瞻性TD-LTE射频功放技术突显了CUCT能够为全球4G市场提供成熟的射频解决方案。,无锡中普微电子有限公司,,320211000166345,2010-06-28,赵永清,5497.56万元人民币,91320211558029507F,www.cuct.com.cn
爱你宝,北京爱你宝教育科技有限公司,爱你宝是一家沉浸式双语幼儿托教中心。提供系统性早期教育、混龄式生长环境。秉持“像是我的孩子，像是孩子的家”给孩子家庭般的环境，尊重孩子的天赋。,北京爱你宝教育科技有限公司,北京市朝阳区广顺北大街33号院1号楼10层1单元1101室7065号,,2018-11-15,陈锦元,100万元人民币,91110105MA01FLPJ1E,early-bird.com.cn
美爆潮品,美爆潮品（北京）国际商业连锁有限公司,mix-bo是一家全球著名时尚妆扮连锁零售集团。蔡依林十年倾情出任饰品代言；亚洲人气组合BY2出任护肤代言。MIXBOX--美爆美妆潮品店，在英国C&B投资背景及 British C&B Investment Holding Investment Holding Limited全球品牌监控下，凭借时尚大气的品牌形象、雄厚的品牌背景以及成熟的市场运作，成功落地中国，2007年接管并整合了中国饰品连锁品牌阿呀呀，开创美妆潮流领域新天地，至今已在中国铺设了3000多家美爆潮妆店，成为备受中国女孩推崇的美妆潮流品牌。,美爆潮品（北京）国际商业连锁有限公司,北京市朝阳区朝阳路8号8层A座814室,110105013593100,2011-02-17,董飞飞,300万元人民币,91110105569490198G
大黑科技,厦门大黑科技有限公司,大黑科技是一家专注于网页游戏研发和运营的公司，通过游戏用户的信息登录等为游戏玩家提供服务，同时也是提供游戏开发和制作等，公司致力于打造成为一家顶尖的网页游戏开发商。,厦门大黑科技有限公司,厦门市湖里区枋湖北二路1505号6层A单元,350200200079595,2013-08-29,田淑泓,1000万元人民币,9135020607283264XJ,www.dahei.com
南阳教育网,南阳市楚汉网络媒体有限公司,南阳教育网是一个各类教育机构宣传交流平台，由南阳报业传媒集团主管，南阳网主办，是南阳师生和家长关注度最高的网站，旨在服务南阳的莘莘学子和所有关心孩子成长的家长，是南阳市广大中小学校、各类教育机构宣传交流平台。,南阳市楚汉网络媒体有限公司,南阳市七一路,411391000006459,2010-08-11,周首相,500万元人民币,914113005596494176,jy.01ny.cn
志鸿物流,广州志鸿物流有限公司,志鸿物流是公路物流运输解决方案提供商，旗下产品服务包括整车运输、仓储配送等，同时还提供车辆集采、挂车租赁、金融服务、车辆管理服务等增值服务，可应用于电商、快递、快运等行业。旗下拥有运势界App，可解决运输过程中的配货难、运输效率低、交付质量差等问题。,广州志鸿物流有限公司,广州市白云区太和镇大源北路30号之三魅力东方货运市场仓库自编C10座105号,440115000004402,2003-09-16,刘永毅,2271.1332万元人民币,914401117534759597,www.gzzhwl.com
十维科技,北京十维科技有限责任公司,北京十维科技是一家陶瓷3D打印机研发商，针对陶瓷耐高温和耐磨的特性，但在复杂的陶瓷零件，采用传统加工方式非常困难这一痛点，十维科技开发了AUTOCERA 3D打印解决方案。目前在生物医疗（牙科与骨科）、熔模精密铸造、高端陶瓷产品定制化等方向，与国内外科研单位和企业展开广泛合作，探索各种领域的应用。,北京十维科技有限责任公司,北京市海淀区中关村大街18号8层04-1078,110108016863645,2014-03-17,万力,228.6万元人民币,91110108095172760X,www.10dim.com
福爱乐,北京福爱乐科技发展有限公司,福爱乐是一家医用胶服务商。公司为研发福爱乐医用胶、具有独立自主知识产权的北京中关村高新技术实体，拥有先进的生产、检测设备，致力于以科技创新为根，优质高效为本，开拓和发展中国医用胶事业。,北京福爱乐科技发展有限公司,,110108002665926,2001-04-24,陈新星,50万元人民币,911101088020831510,www.fuaile.com
斯巨科技,惠州斯巨科技有限公司,广东斯巨科技有限公司，是一个第二代4G无限流量数据服务提供商。公司致力于通过4G流量宝app及斯巨网站为广大互联网用户提供“个人社会关系智能管理与应用”及“开放式全方位4G互联网通信”服务。斯巨科技利用信息大数据智能技术，帮助用户自动建立互联网连接，实现个人4G数据网集中管理与维护，并以智能设备、WIFI设备等作为联网入口与起点，一键登录联网。,惠州斯巨科技有限公司,惠州市河南岸演达一路1号瑞和家园商业广场2单元7层01号1701号（仅限办公）,441302000373135,2017-06-28,金锋,100万元人民币,91441302MA4WQWKF2H
ROM共享空间,杭州募协网络技术有限公司,ROM共享空间是一家共享休闲空间服务提供商，产品均为全金属8立方，2.5米高的空间，最多可容纳4个人，用户通过扫码注册，点击开锁按钮后输入门牌号开始计费，提供影视综艺放映、wifi、免费咖啡茶饮等服务。,杭州募协网络技术有限公司,杭州市余杭区仓前街道良睦路1288号7号楼206J,330184000459575,2016-04-15,高竞,68.1673万元人民币,91330110MA27XD2Q8M,www.yiqirom.com
顺带,浙江顺路带网络科技有限公司,顺带网（浙江顺路带网络科技有限公司）创立于2014年，是智能生活和同城配送分享理念的引领者。我们相信通过移动互联网新技术和Time Sharing新理念，打造出全新的同城运力服务平台。这不但能够有效提高交通工具使用效率、改善城市交通拥挤、实现节能环保生活，更能让用户享受到真正愉悦的配送生活方式。,浙江顺路带网络科技有限公司,温州市瓯海区三垟街道沙河村五福源公园民俗楼一楼,330304000170561,2015-08-14,王美花,1241.4649万元人民币,91330304350138755R,www.zhaodaomei.cn
赛狗电竞,苏州竞享时代网络科技有限公司,赛狗电竞（以下简称StarGo）是以线上电竞游戏互动娱乐、电竞明星社区运营、电竞职业培训、电竞泛娱乐产业整合为主营业务的互联网新秀企业。StarGo致力于为广大电竞爱好者提供一个综合性在线电竞赛事组织管理平台。,苏州竞享时代网络科技有限公司,苏州工业园区金鸡湖大道1355号国际科技园内6B3单元,320594000697290,2017-03-29,刘号,518.1347万元人民币,91320594MA1NNB1YX9,www.cccgaming.com
百森咨询,北京百森咨询有限公司,百森咨询基于强大的人才优势和完善的知识体系，百森咨询提供管理咨询服务、业务咨询服务、人才测评服务以及IT平台北京百森咨询有限公司是一家专业咨询服务机构，隶属于北京百森咨询有限公司，该公司致力于为中国高端优秀企业提供量身定制式的咨询服务，在通信、金融、电力、烟草、医药、汽车、房地产等行业领域积累了丰富的咨询经验。,北京百森咨询有限公司,北京市朝阳区东四环中路60号楼1405室,110105008298563,2005-04-25,刘永芳,310万元人民币,9111010577473039X0,www.besonchina.com
惟楚有才,惟楚有才网络股份有限公司,惟楚有才教育科技有限公司，是一家集互联网、移动互联网、物联网、云计算、大数据、移动计算于一体的高新技术企业。致力于成为中国领先的智慧教育综合运营商，自主研发的“子贵教育云服务平台”，集管理系统、家校互动、教育资源、系统集成于一体，为各级教育主管部门与学校提供教育信息化整体解决方案。,惟楚有才网络股份有限公司,长沙高新开发区麓枫路61号湘麓国际花园二期酒店、公寓N单元17层1706号房,430100000189700,2014-08-25,周立新,30000万元人民币,91430100394304479U,www.cceduy.com
筋斗云,北京优时科技有限公司,筋斗云是一家以配送服务为起点，融合智能硬件、深度学习、大数据等内核工具，为供应链、物流、零售、旅游等行业提供整体解决方案的公司。专注于制造出智能、安全可靠的配送机器人，解决短距离3 到5公里的配送成本的问题。目前其旗下产品的智能配送机器人，装有CPU、GPU、传感器、摄像头， GPS定位，防盗监控和智能锁。,北京优时科技有限公司,北京市海淀区上地信息路26号01层0112-169室,,2018-03-21,林锫森,112万元人民币,91110108MA01AX993H,www.jindouyun.co
创艺优诚,武汉创艺优诚软件科技有限公司,销帮是一款专注销售职能招聘的垂直招聘平台，以“销售”职能为切入进行垂直招聘，围绕着各企业在招聘过程中“效果差”、“成本高”、“效率低”等痛点，在传统招聘网站的功能及模式上进行创新，打造良好用户体验，增加用户黏性，从而很好解决“效果差”、“成本高”、“效率低”的问题。我们相信痛点即是需求，需求即是市场。,武汉创艺优诚软件科技有限公司,武昌区临江大道98号武汉积玉桥万达广场（二期）12栋7层8号,420106000415981,1970-01-01,孟俊,100万元人民币,914201063334298257,www.whcyyc.com
金山矿业,石河子金山矿业有限公司,"""金山矿业是专业从事矿产资源开发的投资型公司，公司以资本市场为依托,整合国内优势矿产资源,搭建规模化矿山开发平台。""",石河子金山矿业有限公司,,659001051005561,2011-11-09,吴建平,1666.6667万元人民币,91659001584766447W
赛美思,深圳赛美思高科有限公司,"""深圳赛美思高科有限公司是一家专注于智慧门店大数据运营管理系统,针对零售行业智能体验设备及智能数据采集管理解决方案开发，为零售商家提供以体验式营销的数据采集与挖掘解决方案。""",深圳赛美思高科有限公司,,440301111632255,2014-11-11,施东伟,275万元人民币,91440300319629409W
燧炻创新,燧炻科技创新（北京）有限责任公司,燧炻科技为中国学?定制的第?款云驱动操作系统FydeOS，继承Chrome OS所有特性，FydeOS打破了Chrome OS限制硬件的魔咒，适配更多品类硬件，为中国地区定制的本?化修改完整配套附属设施（定制化集管平台、升级服务等）源?驱动Chrome OS及?歌浏览器的开源项??次开发，耗时1年半。加??主创新的专利技术，使FydeOS能适配主流x86及ARM平台的硬件体系，并可以完全脱离?歌服务在中国?陆地区正常使?。盈利模式：定制授权，协同客户将FydeOS运?在指定硬件平台，操作系统深度定制，配合客户实施及部署解决?案，操作系统的商?授权；官?提供的FydeOS及附属的管理后台的付费使?，适配主流硬件平台，根据需求?主构建管理策略；合作分成：与SaaS?商，与开源硬件?商，与教科技育解决?案渠道商，与地区学校管理机构。,燧炻科技创新（北京）有限责任公司,北京市海淀区上地信息路26号01层0112-138室,110108022230733,2016-10-20,唐文松,113.402万元人民币,91110108MA008XNJ2F,fydeos.com
高飞集团,深圳市高飞创新技术集团股份有限公司,深圳市高飞创新技术集团股份有限公司是集装箱标志设计和生产的专业服务提供商，公司主要产品包括PVC贴标、喷标等各种符合国际标准的集装箱标志产品。　　高飞集团主要子公司深圳高飞，在2006年9月通过法国国际质量认证有限公司（BVQI）ISO9001：2000质量认证；2010年至2013年，连续四年被评为“深圳市优秀外商投资企业”；2012年12月荣膺深圳市第五届“百强中小企业诚信单位”称号；2011年至2014年，连续四年成为世界最大船务公司马士基集团所属的东莞集装箱工厂认可的优秀标志供应商。,深圳市高飞创新技术集团股份有限公司,深圳市南山区招商街道蛇口太子路1号新时代广场20层D单元,440306103964785,1999-08-30,朱晓青,1500万元人民币,914403007152333507
英开体育,郑州英开体育文化传播有限公司,英开体育是河南省职业网球协会授权的网球赛事策划、推广、群众性网球活动推广的机构，是美国职业网球协会（USPTA）授权的“职业网球教练培训、认证”机构、中国网球协会少儿网球发展联盟团体会员。主要从事网球、足球等体育文化的推广、普及，网球、足球赛事策划、职业教练员、网球后备运动员培养，提供网球、足球、高尔夫、游泳等十几个体育项目的美国留学（奖学金）咨询服务。,郑州英开体育文化传播有限公司,,410101000057015,2013-04-26,赵潜英,500万元人民币,91410100067568768B
慧选保险,北京芯慧选科技有限公司,北京芯慧选科技有限公司是一家保险选择服务商。,北京芯慧选科技有限公司,北京市海淀区中关村大街18号8层01-219,,2019-03-08,李新宇,100万元人民币,91110108MA01HK54X4,www.intalker.cn
工大高科,合肥工大高科信息科技股份有限公司,合肥工大高科信息科技股份有限公司致力于为客户的安全、高效生产提供自动化、智能化控制与管理装备，主营业务领域是基于工业物联网技术的机车、车辆信号安全控制，以及人员与物流智能管理。公司依靠多年的自主开发，在高安全性铁路信号计算机联锁、高可靠工业现场网络及监控、隔爆及本质安全性设计、工业企业物流智能跟踪等方面积累了众多的核心技术和知识产权，为行业客户提供集软件设计开发、硬件产品研制、工业系统集成、安装、调试以及工程技术服务等于一体的全面解决方案。公司产品主要为矿井（矿山）移动目标安全监控和企业铁路信号控制与智能运,合肥工大高科信息科技股份有限公司,合肥市高新区习友路1682号,340106000032122,2000-12-26,魏臻,6506.3万元人民币,91340100726317672P,www.gocom.cn
青梧桐健康基因,北京青梧桐健康科技有限公司,北京青梧桐健康科技有限公司是一家专注于“慢病精准医疗”的基因生物技术应用公司。 推出了《布袋糖——糖尿病精准医疗产品系列》，覆盖了糖尿病早期预防、病程监测、亚病种分型诊断、用药指导、营养干预、治疗评估、治疗整个周期，并联合医疗机构、公共卫生、商业保险、移动医疗、医药器械、穿戴设备、运动及营养等领域的合作伙伴，构建起“糖尿病精准医疗”的完整产业链。,北京青梧桐健康科技有限公司,北京市朝阳区呼家楼向军北里6号楼3层311室（华城骏孵化器010号）,110105013922429,2011-06-01,牛晓强,534.36万元人民币,911101055751700513,www.qingwt.com
爱pia戏,青岛胜利蓝天新能源有限公司,爱pia戏是一个剧本推荐平台。,青岛胜利蓝天新能源有限公司,山东省青岛市市南区山东路29号银河大厦2219,370202230256412,2016-01-12,郭爱青,1000万元人民币,91370202MA3C5EBGX5,www.aipiaxi.com
广州升音,广州升音电信技术有限公司,公司简介：,广州升音电信技术有限公司,广州市天河区中山大道西路140号912房,440106000195781,2003-06-23,杜洁波,1000万元人民币,91440106751960088H,www.connect.net.cn
纽联客智能,纽联客（南京）互联网科技有限公司,纽联客（南京）互联网科技有限公司是一家智能交互和企业大脑服务提供商。该公司专注于把认知计算技术应用于企业生产经营活动，让机器大脑来为企业发展助力！充分应用云计算技术降低数字化转型成本，为企业经营减负，核心技术依托于认知计算和云计算基础服务之上，是由微软云、南京经济技术开发区、和小鹿创萌孵化的一群极客组成的团队，公司当前上线的智能客户交互解决方案可以帮助企业激活营销自动化和客户服务智能化，即将上线的企业智能大脑解决方案可以为企业提供智能助理和智慧运营。,纽联客（南京）互联网科技有限公司,南京经济技术开发区兴智路6号兴智科技园A栋第14层,,2018-10-18,梁琴琴,100万元人民币,91320192MA1XBA4M1E,nulinksoft.com
江西金太阳教育,江西金太阳教育研究有限公司,金太阳教育始建于1996年，是一家跨文化创意、教育服务、传媒科技领域的全国知名企业。现有员工2000余人，其中专职研究员600余人。,江西金太阳教育研究有限公司,江西省南昌经济技术开发区菊圃路1818号,360100219302792,2001-11-23,黄利平,10000万元人民币,91360108733891568E,www.jtyjy.com
